STOPID,PREVSTOPID,TIMESTAMP,T_HOUR,TIMETAKEN
33924,BP4269,1449893665173,9,595008
2271,BP5529,1449894155193,9,105000
901,902,1449894220170,9,45000
376,BP4242,1449894250173,9,15000
BP4269,33924,1449893990183,9,274999
37317,R0085,1449893980184,9,285000
R0036,BP4267,1449891265187,9,3000000
20684,1801,1449894220177,9,50000
947,2050,1449894125168,9,145010
1287,21,1449894230185,9,39997
14456,29735,1449894220185,9,50000
1739,R0325,1449894235174,9,40000
BP2680,10913,1449894230180,9,44998
4644,14522,1449894230190,9,44997
376,4711,1449894215187,9,65000
606,376,1449894130166,9,155010
1011,20727,1449894230193,9,54997
2272,129,1449894210175,9,80000
14258,14252,1449894210186,9,80001
7824,BP3536,1449893880191,9,410000
BP3203,2271,1449894260193,9,30000
34716,34717,1449894025171,9,270000
616,1802,1449894245171,9,50000
BP5972,33326,1449894075166,9,220010
33326,4714,1449894215187,9,80000
7960,R0036,1449894265187,9,30000
R0036,7960,1449894220188,9,75000
BP4267,R0036,1449894295188,9,0
2050,945,1449894230192,9,64997
14258,14252,1449894235172,9,65000
34055,376,1449894265173,9,35001
4760,14245,1449894215174,9,85000
200,20684,1449894270177,9,30001
37229,34716,1449893300181,9,999999
751,1287,1449894270182,9,30000
10905,10900,1449894235174,9,70000
1276,1278,1449894240181,9,70000
1278,14639,1449894235183,9,75000
8571,BP3442,1449894215189,9,95001
33549,37317,1449893895180,9,420000
BP833,606,1449894285176,9,35000
BP1379,37219,1449894220177,9,100000
20628,1157,1449894230189,9,89997
29245,1011,1449894285190,9,35000
BP882,29684,1449894225190,9,95001
35030,BP882,1449894320191,9,0
1114,R0473,1449893325174,9,999999
1278,14639,1449894260176,9,65000
2790,BP2680,1449894275178,9,50000
BP882,166,1449894245185,9,80000
35030,BP882,1449894325185,9,0
2627,792,1449894240189,9,85000
982,BP5294,1449894255190,9,70000
4826,BP2895,1449894230171,9,100000
2045,943,1449894250172,9,80000
BP3912,BP5972,1449894295176,9,35000
1293,1291,1449894240177,9,90000
37229,1054,1449894260180,9,70000
324,33291,1449894145181,9,185010
BP833,34055,1449894300174,9,35000
14529,4644,1449894275187,9,60001
1736,2050,1449894295189,9,40000
9982,BP1794,1449894205181,9,135000
BP5283,14456,1449894270185,9,70002
7966,7960,1449894295187,9,45003
790,2627,1449894325189,9,15002
2046,944,1449894230196,9,109999
324,33291,1449894125160,9,220010
BP5172,BP5486,1449894120165,9,225010
R0085,BP5172,1449894345175,9,0
4759,14258,1449894290187,9,55000
2622,616,1449894295171,9,55000
10911,10905,1449894305174,9,45000
10911,2790,1449894325178,9,25000
675,1276,1449894310181,9,40000
14531,14529,1449894335188,9,15000
2019,8571,1449894310190,9,39999
4825,901,1449894265170,9,90000
FC60,FC44,1449894175173,9,180000
33924,BP4269,1449893655170,9,700009
1472,20628,1449894320186,9,35000
4645,14527,1449894255172,9,105000
1277,33291,1449894255188,9,105000
2269,BP3203,1449894290193,9,70000
4645,14540,1449894220169,9,145000
9993,BP833,1449894320176,9,45000
20932,7966,1449894340190,9,24997
14262,14258,1449894300172,9,70000
2270,2272,1449894290175,9,80000
1692,751,1449894300182,9,70000
2790,10911,1449894350174,9,25000
1276,1278,1449894325176,9,50000
33093,200,1449894300178,9,75000
BP2680,2790,1449894375174,9,10000
1283,1692,1449894370182,9,15000
1275,1277,1449894360188,9,25000
8420,2019,1449894350189,9,35000
900,29981,1449894255170,9,135000
2059,4826,1449894330171,9,60000
2043,BP5244,1449894085163,9,305010
4839,9993,1449894365176,9,25000
BP4242,1293,1449894330177,9,60000
1054,37229,1449894300180,9,90000
23341,9982,1449894340181,9,50000
14262,4760,1449894300174,9,95000
377,BP3912,1449894330176,9,65001
7964,4759,1449894345187,9,50000
1057,982,1449894245169,9,155000
4876,1739,1449894275174,9,130001
4716,790,1449894340191,9,64998
14540,4645,1449894360172,9,50000
1054,R0085,1449894345175,9,65000
675,1276,1449894375176,9,35001
10905,10911,1449894350178,9,60000
675,1278,1449894310183,9,100000
947,1736,1449894335189,9,75000
14531,4645,1449894365169,9,50000
R0078,2622,1449894350171,9,65000
2045,2043,1449894390173,9,25001
4711,BP833,1449894335174,9,80000
10913,BP2680,1449894385174,9,30001
1277,33549,1449894315180,9,100000
21,BP4242,1449894190192,9,225001
29245,2269,1449894360193,9,55000
R0868,FC60,1449894355173,9,65000
7823,BP3504,1449893055181,9,1365000
14540,14531,1449894350188,9,70000
14219,1114,1449894325173,9,100000
BP2895,947,1449894270178,9,160000
BP5244,2045,1449894250182,9,180000
1011,29245,1449894415193,9,15000
1473,1057,1449894400169,9,35000
3525,10905,1449894410178,9,25000
2640,2632,1449894245191,9,190000
33107,1472,1449894355186,9,85000
976,33924,1449894260181,9,185001
8420,982,1449894325190,9,120000
7964,14262,1449894370172,9,80000
2043,2045,1449894330172,9,120001
14515,4876,1449894405175,9,45000
1287,21,1449894415193,9,34999
9991,4839,1449894390176,9,65000
805,23341,1449894390181,9,65000
2059,900,1449894390170,9,69990
R0757,14540,1449894410172,9,49990
7964,14262,1449894395174,9,64990
3488,10913,1449894415175,9,44989
33291,1277,1449894415180,9,44990
24180,1283,1449894385182,9,74990
10925,BP750,1449894120182,9,340001
376,BP4242,1449894390177,9,75000
33549,1275,1449894385188,9,80000
1282,324,1449894345170,9,130000
4828,4825,1449894355170,9,120000
900,2059,1449894390171,9,85001
11481,7964,1449894395187,9,80000
BP5408,2046,1449894340195,9,134998
FC44,R0757,1449894460162,9,20000
37229,1054,1449894410175,9,69990
BP5172,BP5283,1449894340187,9,139988
R0085,BP5172,1449894480175,9,0
21,376,1449894280187,9,199990
1473,8420,1449894385189,9,94990
7962,7964,1449894450172,9,34990
BP833,4711,1449894415174,9,69990
14511,14515,1449894450175,9,34990
1609,377,1449894395177,9,89989
33549,37317,1449894185188,9,299990
8420,1473,1449894435169,9,54990
4826,2059,1449894460160,9,30000
165,976,1449894445182,9,44990
33549,37317,1449894265184,9,224990
1017,4716,1449894405189,9,84990
13506,14219,1449894425173,9,69990
7962,7964,1449894460164,9,35000
33549,37317,1449894195176,9,299991
982,33093,1449894375178,9,119990
R0757,14540,1449894420188,9,74990
FC44,R0757,1449894495178,9,0
14682,R0078,1449894415171,9,84990
4826,BP2895,1449894430178,9,69990
33683,BP5244,1449894430182,9,69991
BP2778,BP1795,1449894165186,9,334990
20727,1011,1449894430193,9,69990
11481,7962,1449894485162,9,20000
64,2270,1449894370175,9,134990
1041,9991,1449894455176,9,54990
9989,805,1449894455181,9,54990
1287,21,1449894480177,9,30000
1735,4828,1449894475170,9,39990
10921,3488,1449894460164,9,55000
34716,37229,1449894330180,9,184990
10919,10925,1449894460183,9,55000
1691,1282,1449894475170,9,44990
25096,900,1449894475172,9,44990
7824,BP3536,1449894010183,9,509990
BP199,1609,1449894485166,9,40001
14530,BP1379,1449894320177,9,204990
7824,R0085,1449894480175,9,50000
1282,324,1449894330191,9,199990
36857,34,1449893375169,9,1159990
4711,376,1449894465177,9,69990
9991,BP833,1449894485164,9,55000
3484,3525,1449894435178,9,104990
29674,33549,1449894465188,9,74990
BP5294,35030,1449894320191,9,219989
3488,10919,1449894515183,9,25000
BP2895,4826,1449894490160,9,55000
1275,33549,1449894490174,9,55000
751,1287,1449894510177,9,35000
8571,8420,1449894445190,9,99990
33431,BP5408,1449894475193,9,69990
29981,25096,1449894520162,9,30000
1578,14511,1449894485165,9,65000
R0085,1054,1449894390180,9,159990
7725,947,1449894410189,9,139990
1692,1287,1449894450192,9,99990
1041,9991,1449894540164,9,15000
BP5529,29245,1449894320190,9,234990
2051,1735,1449894515160,9,45000
BP882,675,1449894350181,9,209990
35030,BP882,1449894560171,9,0
BP882,165,1449894490172,9,70000
35030,BP882,1449894560172,9,0
14237,1017,1449894490179,9,70000
R0085,7824,1449894290191,9,269990
BP5244,2043,1449894450173,9,114990
7824,BP3536,1449893515182,9,1049989
8571,8420,1449894490159,9,80000
BP4608,BP199,1449894525167,9,45000
1041,9989,1449894510171,9,60000
1277,1275,1449894545174,9,25000
14241,20727,1449894500183,9,70002
945,2045,1449894415174,9,159989
R0473,20932,1449894365187,9,209990
1691,1282,1449894530181,9,45000
10925,10921,1449894515164,9,65000
1277,33549,1449894495167,9,84999
BP2895,7725,1449894550179,9,30000
1156,8571,1449894570159,9,15000
1284,1691,1449894520160,9,65000
FC60,FC44,1449894480162,9,105000
3220,64,1449894505165,9,80000
606,4711,1449894535167,9,50000
BP3536,143,1449893500185,9,1084989
1283,1692,1449894550182,9,35000
4839,1041,1449894570171,9,20000
1277,33549,1449894485178,9,105000
33683,BP5244,1449894565163,9,30009
9989,1041,1449894510166,9,85010
14639,24180,1449894460172,9,135010
BP5172,R0085,1449894560181,9,35009
10921,10925,1449893920171,9,685000
BP882,675,1449894410177,9,194999
35030,BP882,1449894605176,10,0
33683,8559,1449894210179,9,395000
1801,14237,1449894560179,9,45009
988,36857,1449894535159,9,75010
BP4272,11481,1449894505162,9,105010
BP4272,7962,1449894495164,9,115010
BP833,606,1449894585167,9,25010
R0474,R0473,1449894575177,9,35010
BP3442,8571,1449894545180,9,65009
BP3442,1156,1449894585159,9,30010
BP5485,14682,1449894500161,9,115010
BP842,BP4608,1449894570167,9,45009
35484,33431,1449894545183,9,70010
944,2051,1449894560160,9,60010
14456,33107,1449894440186,9,180000
BP2167,29674,1449894540178,9,80010
782,2640,1449894435191,9,185000
37229,34716,1449893820193,9,800000
7725,BP2895,1449894545160,9,80010
2637,13506,1449894495163,9,130010
BP4975,10925,1449894580164,9,45010
BP5486,37229,1449894480165,9,145009
29844,BP5486,1449894625174,10,0
BP5244,33683,1449894605179,10,19999
80011,751,1449894545177,9,80009
33291,1277,1449894590178,9,35010
982,BP5294,1449894540180,9,85010
1286,1691,1449894575181,9,50010
33291,1277,1449894580166,9,50010
166,33924,1449894355179,9,274999
324,33291,1449894460170,9,170009
330,1283,1449894585182,9,45009
4714,1284,1449894585160,9,50010
R0868,FC60,1449894585162,9,50010
20684,1801,1449894605188,10,29999
10919,10921,1449894605171,10,35000
2050,945,1449894575163,9,65010
9993,4839,1449894590171,9,50009
25133,R0474,1449894610187,10,29999
29676,BP2167,1449894620188,10,19999
197,20684,1449894635187,10,10000
2952,7725,1449894625170,10,25000
BP5294,35030,1449894325185,9,324999
330,80011,1449894625186,10,25000
1740,14531,1449894415169,9,240000
2633,2637,1449894625173,10,30000
BP833,9993,1449894640180,10,15000
25133,3220,1449894585165,9,75009
9992,BP842,1449894615176,10,44999
9993,BP833,1449894610177,10,49999
BP5283,R0085,1449894550170,9,110009
BP882,675,1449894410183,9,249999
BP5172,7824,1449894520173,9,140009
R0085,BP5172,1449894660182,10,0
BP3536,7824,1449894530175,9,130009
BP4921,BP5529,1449894555180,9,105008
29775,1041,1449894555164,9,110009
37219,BP3460,1449894600191,10,69998
805,9989,1449894595176,9,79999
35030,BP882,1449894660182,10,15000
1115,782,1449894620191,10,54999
1286,4714,1449894635170,10,45000
BP5486,BP5485,1449894615171,10,65000
29844,BP5486,1449894680171,10,0
10913,3488,1449894540183,9,140009
1736,2050,1449894640173,10,44999
8019,1578,1449894550165,9,135009
606,BP833,1449894655180,10,30000
10913,10919,1449894640171,10,50000
1041,29775,1449894665173,10,25000
8556,BP3442,1449894615169,10,80000
947,2952,1449894650170,10,45000
2067,29981,1449894550162,9,150009
BP750,BP4975,1449894625174,10,74999
37317,14456,1449894620186,10,80001
371,8019,1449894685174,10,20000
29684,35030,1449894560171,9,145009
10883,3484,1449894540168,9,170009
982,BP5294,1449894650184,10,60000
1609,33326,1449894295187,9,414999
29735,29676,1449894640187,10,70000
1054,37229,1449894620193,10,90003
29775,805,1449894675175,10,40000
BP882,1473,1449894480179,9,235009
35030,BP882,1449894715188,10,0
8590,BP3442,1449894610189,10,104999
9045,1740,1449894655169,10,65000
BP5294,35030,1449894560172,9,160009
BP5484,1115,1449894675190,10,45000
26591,2633,1449894655173,10,70000
33093,982,1449894625190,10,99999
37317,BP5172,1449894595190,9,130000
947,1736,1449894685172,10,45000
29981,4826,1449894500168,9,235009
BP882,166,1449894630178,10,105000
35030,BP882,1449894735178,10,0
1276,14639,1449894595182,9,139999
2046,944,1449894620170,10,120000
324,1277,1449894570174,9,170009
4897,2067,1449894700171,10,45000
14456,BP5283,1449894660179,10,85000
900,BP2895,1449894580179,9,165009
BP5485,29844,1449894625174,10,125000
37643,7823,1449894420181,9,329999
23341,29775,1449894715175,10,40000
BP199,1609,1449894710186,10,45000
792,26591,1449894725173,10,35000
9991,9993,1449894660176,10,100000
BP2680,10913,1449894680192,10,80000
29684,35030,1449894605176,10,159999
9990,9992,1449894660175,10,105000
982,BP5294,1449894720181,10,45000
8559,33683,1449894500173,9,265008
BP4608,BP199,1449894755186,10,10000
14456,29735,1449894710187,10,55000
2050,947,1449894695170,10,75000
1739,14530,1449894525167,9,245010
4711,606,1449894685180,10,85000
308,BP5484,1449894720190,10,50000
331,324,1449894630179,10,145000
3218,25133,1449894640186,10,135000
324,33291,1449894630176,10,150000
1280,330,1449894650186,10,130000
14639,330,1449894630191,10,155000
10352,35484,1449894615193,10,169999
8559,33683,1449894595172,9,195000
200,33093,1449894725189,10,65000
2790,BP2680,1449894760192,10,29999
20760,4897,1449894745171,10,50000
10880,10883,1449894710177,10,85000
37643,29684,1449894705180,10,90000
BP842,BP4608,1449894765186,10,30000
BP4921,308,1449894770190,10,25000
1937,9045,1449894720169,10,80000
376,4711,1449894770180,10,30000
29684,35030,1449894675182,10,125000
324,33291,1449894625188,10,174999
33093,197,1449894645187,10,155000
14242,14241,1449894570185,9,230007
8559,8556,1449894695169,10,110000
2952,947,1449894730172,10,75000
BP5172,BP5485,1449894750174,10,55000
R0085,BP5172,1449894805174,10,0
R0085,7824,1449894565171,9,240009
7823,BP3504,1449893730185,9,1074998
29981,900,1449894745188,10,60000
10905,10913,1449894690171,10,119999
2627,792,1449894760173,10,50000
14257,25133,1449894660174,10,150000
1691,331,1449894775179,10,34999
BP5486,14456,1449894745179,10,65000
29844,BP5486,1449894810179,10,0
1054,R0085,1449894805174,10,10000
BP5294,35030,1449894735178,10,80000
7824,BP3536,1449894585174,9,230009
8590,8559,1449894790172,10,30000
1041,9991,1449894760176,10,60000
10878,10880,1449894795177,10,25000
1284,1691,1449894810178,10,10000
9992,BP842,1449894795186,10,25000
8559,8590,1449894715188,10,105000
BP5408,2046,1449894740170,10,85000
9982,23341,1449894755175,10,70000
BP5283,14456,1449894765187,10,60000
3525,10905,1449894810170,10,25000
37229,1054,1449894815174,10,20000
33924,BP4269,1449894265182,9,570000
14639,1280,1449894780186,10,55000
4838,9992,1449894820186,10,15000
1115,BP4921,1449894660188,10,175001
14510,1937,1449894800169,10,40000
14261,14257,1449894810174,10,30000
4714,1284,1449894820178,10,20001
10905,2790,1449894790191,10,50001
R0085,1054,1449894710196,10,129997
R0330,2050,1449894770170,10,75000
7725,2952,1449894805172,10,40000
37229,37229,1449894835174,10,10000
37643,29684,1449894765175,10,80000
1282,324,1449894740183,10,105000
197,200,1449894790189,10,55000
14581,1739,1449894770177,10,79999
143,BP3536,1449894660184,10,190000
BP3536,143,1449893650183,9,1200008
1042,9990,1449894765175,10,90000
BP4242,376,1449894800180,10,55000
782,1115,1449894835189,10,20002
2067,371,1449894705174,10,155000
1691,1282,1449894845183,10,15000
3525,10905,1449894840192,10,20000
2067,29981,1449894735177,10,130000
1057,982,1449894765181,10,100000
20684,197,1449894845189,10,20003
1278,14639,1449894785191,10,80003
34717,988,1449894610169,10,260000
943,R0330,1449894845170,10,25000
7823,37643,1449894795180,10,80000
BP1794,9982,1449894825175,10,55000
331,324,1449894780176,10,100000
8556,8559,1449894765181,10,115001
R0036,BP4267,1449891965183,9,2915000
33896,3525,1449894835170,10,50001
37229,34716,1449894295171,9,590000
7823,37643,1449894845175,10,40000
7851,982,1449894495168,9,390009
BP5485,29844,1449894810179,10,75000
64,3218,1449894775186,10,110000
1017,2627,1449894810173,10,80000
9988,1042,1449894855175,10,35000
9989,1041,1449894820176,10,70000
29684,37643,1449894750180,10,140000
1473,982,1449894710184,10,180000
1278,14639,1449894835186,10,55000
BP3536,143,1449894200173,9,694999
7966,14261,1449894840174,10,55000
20932,7966,1449894895174,10,0
1284,1691,1449894860183,10,35000
33431,BP5408,1449894825170,10,75000
8556,8590,1449894820172,10,80000
3484,33896,1449894885171,10,20000
BP5529,BP4921,1449894795190,10,110000
BP2895,7725,1449894845172,10,65001
4876,14581,1449894850176,10,60001
9990,4838,1449894835186,10,75000
14245,14242,1449894800192,10,110000
BP3442,8556,1449894880182,10,35000
2268,64,1449894885186,10,30000
BP5172,BP5283,1449894825187,10,90000
R0085,BP5172,1449894915187,10,0
33896,3525,1449894860192,10,55000
805,9989,1449894890176,10,29990
1057,BP5294,1449894815178,10,104990
7960,R0036,1449894880183,10,39990
8586,10352,1449894785192,10,134991
8420,1473,1449894890184,10,35000
982,33093,1449894800187,10,125000
165,35030,1449894715188,10,210000
1276,1278,1449894865194,10,59997
1577,14510,1449894840169,10,89990
10890,3484,1449894905171,10,29989
375,BP2778,1449894500176,9,434999
4897,29981,1449894805188,10,129990
BP3912,1286,1449894625191,10,309989
1282,331,1449894880176,10,59990
14535,37219,1449894670189,10,269991
3484,33896,1449894915192,10,24990
BP5283,R0085,1449894840193,10,99990
1042,9990,1449894910186,10,34990
BP3442,8556,1449894900172,10,49990
2622,37229,1449894845174,10,104990
14682,BP5485,1449894885179,10,64990
37317,R0085,1449894805180,10,144990
37317,R0085,1449894660182,10,289991
R0085,7824,1449894815183,10,134990
1276,1278,1449894890186,10,59990
14252,14245,1449894910192,10,44990
9986,9988,1449894890175,10,74990
988,34716,1449894515170,9,449999
1473,1057,1449894865181,10,99989
4714,324,1449894800187,10,164990
10888,10890,1449894935160,10,35000
1287,1041,1449894690173,10,279990
29775,805,1449894920166,10,50000
20760,2067,1449894865177,10,104990
1473,1057,1449894920168,10,50000
1156,BP3442,1449894915182,10,54989
7823,29684,1449894800182,10,169990
37643,7823,1449894805183,10,164990
320,782,1449894855191,10,114987
1801,20684,1449894865192,10,104987
10890,3484,1449894940182,10,29999
10864,BP1794,1449894880175,10,94990
BP5172,R0085,1449894950173,10,25000
9988,1042,1449894945176,10,30000
BP5294,982,1449894925187,10,49990
10888,10890,1449894970181,10,5000
BP5998,33431,1449894900170,10,79990
2045,943,1449894870170,10,109990
4826,BP2895,1449894910173,10,69990
3013,14535,1449894940180,10,40000
2271,BP5529,1449894905190,10,74990
751,1287,1449894970163,10,15001
2019,8420,1449894925184,10,59990
675,1276,1449894925191,10,59990
23415,10888,1449894970160,10,20001
29981,2067,1449894860174,10,129990
14237,1801,1449894970179,10,20002
23415,10888,1449894975181,10,15003
1054,37229,1449894885171,10,109990
1156,BP3442,1449894950162,10,45000
1691,1282,1449894940166,10,55000
9986,375,1449894935175,10,60000
2270,2268,1449894915186,10,79990
14456,BP5283,1449894940183,10,55000
976,33924,1449894835182,10,164990
8571,2019,1449894985174,10,15000
675,1276,1449894950176,10,50000
1286,4714,1449894965177,10,35000
943,BP5244,1449894625178,10,379990
23341,BP1794,1449894090165,9,920000
23341,29775,1449894970166,10,40000
4760,14252,1449894955182,10,55000
161,7851,1449894885177,10,129990
8420,1473,1449894965170,10,50001
1046,14237,1449894990181,10,24998
759,10864,1449894975165,10,45000
1284,1691,1449894995166,10,25000
2238,1577,1449894930159,10,95000
10881,23415,1449894990161,10,35000
BP5172,29844,1449894680171,10,344990
2272,2270,1449894995176,10,30001
7824,R0085,1449894915187,10,109991
10925,BP750,1449894700173,10,329991
33326,1286,1449895000177,10,30000
377,BP3912,1449894935180,10,95001
8420,1473,1449894970168,10,65000
BP3203,2271,1449894980180,10,55000
R0330,943,1449895005168,10,35000
BP882,1276,1449894735181,10,304990
35030,BP882,1449895040171,10,0
9986,9988,1449894975176,10,65000
8571,1156,1449894995162,10,50000
4714,1284,1449895020166,10,25000
7963,7960,1449894920173,10,125000
14530,3013,1449894980180,10,65000
20628,8586,1449894920183,10,125000
1285,751,1449894985164,10,70009
10921,10925,1449895030164,10,25010
2009,759,1449895020165,10,35010
804,9986,1449894995175,10,60010
2640,320,1449894970178,10,85011
34716,34717,1449894870169,10,190000
29775,23341,1449895010165,10,50010
1578,4876,1449894910177,10,150000
165,976,1449895000172,10,60010
9982,23341,1449895010166,10,55010
1045,14682,1449894950169,10,115010
7824,BP3536,1449894850191,10,215000
10880,10881,1449895025161,10,45010
197,1017,1449894890173,10,185000
375,9986,1449894965165,10,110010
166,29684,1449894890180,10,185000
2269,BP3203,1449895035180,10,40011
8019,20760,1449894795171,10,285001
2019,8420,1449895035168,10,45010
1802,1045,1449895065179,10,15000
8571,8420,1449895015171,10,65010
7966,7963,1449895045173,10,35010
129,2272,1449895025177,10,55010
14528,14530,1449895045180,10,35011
1054,BP5172,1449895025161,10,60010
BP3504,7823,1449894885175,10,200000
BP5486,14456,1449894995183,10,90011
29844,BP5486,1449895085194,10,0
BP5972,1286,1449894680170,10,410000
27945,988,1449894965169,10,125010
1017,1046,1449895015179,10,75011
33683,8559,1449894805169,10,290001
805,29775,1449895060175,10,35000
10872,2009,1449895055175,10,40000
9988,804,1449895055185,10,40001
375,9986,1449895040176,10,55011
2019,8571,1449895045162,10,55010
BP3442,8571,1449895000174,10,100011
15783,37317,1449894700187,10,399999
3534,10880,1449895070171,10,35000
21,BP4242,1449894855180,10,250000
BP3504,7823,1449894875180,10,230001
913,2640,1449895055189,10,50000
29245,2269,1449895075191,10,35000
37229,1054,1449895085171,10,30000
20932,7966,1449895080183,10,35000
4643,14528,1449895080191,10,35000
BP3912,BP5972,1449895090170,10,30000
25096,4826,1449894980163,10,140010
80011,1285,1449895055173,10,65000
8571,2019,1449895080178,10,40000
616,1802,1449895080179,10,40000
4945,23415,1449894990184,10,130008
8578,BP5998,1449894980160,10,145010
1802,2622,1449894950164,10,175010
10864,10878,1449894820177,10,305000
8571,1156,1449894970171,10,155011
166,165,1449895060182,10,65000
7964,4760,1449895010182,10,115010
1156,8571,1449895080181,10,50000
BP199,377,1449895030181,10,100011
4945,3534,1449895105171,10,30000
10872,4945,1449895120192,10,15001
3488,10921,1449895055174,10,84999
200,197,1449895075173,10,70000
BP1794,9982,1449895065176,10,80000
33477,27945,1449895090179,10,55001
1287,21,1449895105180,10,40000
4826,29981,1449894990164,10,160010
BP3536,7824,1449895025178,10,125009
7962,7964,1449895125192,10,25001
BP3504,7823,1449894970172,10,185010
8560,8578,1449895125170,10,35000
10872,4945,1449895135171,10,25000
29981,25096,1449895120173,10,40000
29684,161,1449895015167,10,145010
2019,8571,1449895125182,10,35000
2636,913,1449895105189,10,55000
10913,3488,1449895140173,10,25001
1156,8571,1449895120178,10,45000
8420,2019,1449895100172,10,70000
297,1802,1449895125174,10,45000
1042,9988,1449895095186,10,74999
33549,37317,1449894725190,10,445000
330,80011,1449895120173,10,55000
9989,805,1449895095175,10,80000
36602,616,1449895120179,10,55000
BP3442,1156,1449895130181,10,45000
4716,1017,1449895090190,10,84999
945,R0330,1449895040168,10,140010
20997,129,1449895080187,10,99999
33683,2045,1449894980160,10,205020
BP2895,4826,1449895150174,10,35010
3534,10872,1449895095175,10,90010
14261,20932,1449895115183,10,70010
8556,BP3442,1449895100185,10,85009
BP882,675,1449895000176,10,185020
35030,BP882,1449895185196,10,0
BP2680,10913,1449895165174,10,25000
37219,BP3460,1449895130175,10,59999
BP1794,10864,1449895125177,10,65000
BP842,BP199,1449895130192,10,60000
BP3912,1284,1449894895183,10,300003
2632,2636,1449895160189,10,35003
2043,8559,1449894820188,10,380001
1011,29245,1449895110191,10,90000
11481,7962,1449895150193,10,55000
1692,1287,1449895145180,10,65000
29684,37643,1449894970173,10,240011
14523,4643,1449895115191,10,94999
14682,29844,1449895085194,10,124999
33093,200,1449895145173,10,70000
37643,35030,1449895040171,10,175010
33549,37317,1449894950173,10,265009
1609,BP3912,1449895120170,10,100000
36602,297,1449895170174,10,50000
197,29684,1449895160177,10,60000
791,36602,1449895175179,10,45000
14257,14261,1449895185193,10,34990
37317,BP5172,1449894975173,10,245011
9991,9989,1449895175175,10,50000
BP1795,375,1449895075175,10,150001
33924,BP4269,1449894250178,9,975000
34,33477,1449895145180,10,79999
2070,2238,1449895025159,10,205010
BP5283,1054,1449894995161,10,235010
1275,37317,1449894950170,10,280010
BP1795,375,1449895095187,10,134999
BP882,675,1449894985181,10,245011
35030,BP882,1449895230192,10,0
2009,10872,1449895160171,10,75000
10878,3534,1449895185185,10,49990
20684,197,1449895220177,10,15000
BP882,166,1449895125182,10,110000
35030,BP882,1449895235182,10,0
1275,33549,1449895170190,10,65000
8590,8556,1449895185194,10,54990
1488,BP1795,1449895230186,10,10000
8558,8560,1449895160170,10,85000
8019,1578,1449895060177,10,184999
2648,20997,1449895180186,10,65000
143,BP3536,1449895150187,10,95000
2045,2043,1449895200189,10,45000
BP5172,7824,1449895065191,10,185001
R0085,BP5172,1449895250192,10,0
80011,1692,1449895210180,10,45000
1473,2019,1449895160182,10,95000
14920,2632,1449895195192,10,59997
9992,BP842,1449895190192,10,64999
BP199,1609,1449895220170,10,40000
759,2009,1449895235171,10,24999
7824,BP3536,1449894895172,10,365000
2952,BP2895,1449895185184,10,74990
1277,33549,1449895215182,10,45000
R0325,14523,1449895210190,10,50001
377,BP3912,1449895195186,10,69997
1277,1275,1449895235190,10,30000
10880,10878,1449895235175,10,35000
2626,791,1449895220179,10,50000
8556,BP3442,1449895175181,10,95000
4838,1042,1449895170185,10,100000
BP5972,33326,1449895030177,10,240010
BP2028,166,1449895075180,10,200000
2068,2070,1449895230169,10,50000
4839,9991,1449895225175,10,55000
1609,4714,1449894840179,10,440000
8590,8556,1449895270181,10,15000
10866,1488,1449895240186,10,45000
1114,2648,1449895245186,10,40001
8019,4897,1449894935178,10,350010
10864,759,1449895260170,10,30000
4897,29981,1449895160173,10,130000
3525,BP2680,1449895190174,10,99999
330,80011,1449895255180,10,35000
790,4716,1449895175189,10,115000
BP4608,BP199,1449895260170,10,35000
33291,1277,1449895265190,10,30000
23341,BP1794,1449895190177,10,110000
BP3442,1156,1449895165178,10,135000
24180,330,1449895290180,10,10000
BP3912,BP5972,1449895270187,10,30000
976,165,1449894925188,10,375000
20727,1011,1449895200191,10,100000
982,33093,1449895215173,10,90000
793,2626,1449895270179,10,35000
947,2952,1449895260174,10,50000
33291,1275,1449895230180,10,80000
8559,8590,1449895240184,10,70001
9993,4839,1449895280175,10,35000
BP199,377,1449895265183,10,50001
10868,10866,1449895285186,10,30000
1057,8420,1449895170172,10,150000
14456,BP5283,1449895230171,10,95000
20760,8019,1449895245176,10,80001
1739,R0325,1449895260191,10,64999
BP1794,10872,1449895135193,10,189999
BP1794,10864,1449895290170,10,40000
9982,BP1794,1449895145176,10,185000
947,945,1449895180178,10,150000
1609,1609,1449895280179,10,50000
BP842,BP4608,1449895295170,10,40000
791,36602,1449895220174,10,115000
10881,10880,1449895270175,10,65000
R0474,14257,1449895220183,10,115000
760,10868,1449895315186,10,20000
BP4272,11481,1449895205193,10,129999
14511,20760,1449894970167,10,370010
1057,1473,1449895255182,10,85000
BP5294,982,1449895305173,10,40000
982,20684,1449895235177,10,110000
9992,4838,1449895270185,10,75000
29684,35030,1449895185196,10,159990
2627,790,1449895290189,10,55000
616,14682,1449895210193,10,135000
34716,37229,1449895115171,10,235000
4876,8019,1449895080172,10,270000
BP199,1609,1449895330179,10,20000
793,14920,1449895255189,10,95000
8559,33683,1449895185180,10,169990
R0085,7824,1449895260172,10,95000
8559,8590,1449895285181,10,70000
BP4608,BP199,1449895315184,10,39999
9990,9992,1449895255191,10,100000
976,33924,1449895225178,10,135000
7823,37643,1449895215181,10,145000
