t_hour,line,sequence,direction,timetaken
16,38,16,1,125000
16,25,14,1,120000
16,25,5,2,139999
16,29,31,1,125000
16,25,15,1,134999
16,25,38,2,139999
16,38,17,1,170001
16,25,6,2,165000
16,25,39,2,90001
16,25,16,1,140000
16,25,7,2,100000
16,38,18,1,169999
16,38,19,1,30000
16,38,33,1,119999
16,29,35,1,25000
16,25,17,1,100001
16,25,40,2,159999
16,25,8,2,90000
16,29,36,1,55000
16,38,20,1,80001
16,25,9,2,95000
17,25,4,2,14999
16,38,34,1,165000
16,25,41,2,140000
16,38,21,1,114999
16,25,18,1,174999
17,25,42,2,35000
17,25,10,2,125001
17,38,35,1,100000
17,38,22,1,75000
17,38,36,1,90001
17,38,23,1,115000
17,25,43,2,175000
12,25,53,2,15309999
17,25,11,2,175000
17,38,37,1,109999
17,38,24,1,95001
17,25,44,2,140000
17,38,38,1,70000
17,38,25,1,109999
17,38,39,1,80001
17,25,12,2,185000
17,25,45,2,100000
17,38,26,1,55001
17,25,46,2,60000
17,25,54,2,325000
17,38,27,1,109999
17,25,47,2,80000
17,38,40,1,169999
17,25,54,1,205001
17,38,28,1,85000
17,25,55,2,130000
17,38,41,1,105000
17,25,56,2,55000
17,38,29,1,95000
17,25,48,2,195000
17,25,55,1,159999
17,25,13,2,444999
17,25,49,2,145000
17,25,50,2,75000
17,25,14,2,160000
17,25,56,1,295000
17,25,15,2,65000
17,25,16,2,90001
17,25,51,2,225000
17,25,52,2,150000
17,25,17,2,249999
17,25,4,2,0
17,38,31,1,674999
17,25,53,2,155000
17,25,18,2,95000
17,25,6,2,15000
17,25,7,2,10000
17,25,54,2,70000
17,38,33,1,80000
17,25,55,2,155000
17,25,56,2,45001
17,38,34,1,145001
17,25,19,2,290000
17,25,4,2,15001
17,38,35,1,144999
17,25,11,2,155001
17,38,36,1,70000
17,25,20,2,320000
17,38,37,1,135000
17,25,12,2,244999
17,25,21,2,225001
17,38,11,2,145000
17,25,22,2,134999
17,25,13,2,315000
17,25,21,2,124999
17,25,23,2,105000
17,25,28,2,5000
17,25,29,2,20001
17,25,24,2,65000
17,25,14,2,190000
17,25,15,2,20001
17,25,16,2,24999
17,25,5,2,195000
17,25,25,2,125000
17,25,6,2,105000
17,25,7,2,65000
17,25,25,2,9999
17,25,55,2,25000
17,25,28,2,10000
17,25,29,2,15000
17,25,26,2,250000
17,25,30,2,10000
17,25,7,2,65001
17,25,31,2,45000
17,29,1,1,1500000
17,25,8,2,135000
17,25,17,2,310000
17,25,8,2,79999
17,25,27,2,105001
17,25,9,2,45000
17,25,18,2,100000
17,25,9,2,150000
17,25,28,2,99999
17,25,10,2,110001
17,29,2,1,220000
17,25,32,2,260000
17,25,10,2,115001
17,25,11,2,109999
17,25,29,2,160000
17,25,11,2,134999
17,25,33,2,160000
17,29,3,1,285000
18,25,34,2,90000
17,25,12,2,200000
17,25,12,2,135001
17,25,30,2,265000
18,29,4,1,80000
18,29,5,1,45000
18,29,6,1,45000
18,29,7,1,75000
18,25,13,2,270000
17,25,1,2,1215001
18,29,8,1,140000
18,25,31,2,320000
18,29,9,1,120001
18,29,10,1,74999
18,25,14,2,345000
18,29,11,1,50000
18,25,38,2,139999
18,25,15,2,50000
18,25,39,2,60000
18,29,12,1,150000
18,25,4,2,0
18,25,16,2,145000
18,25,40,2,125000
18,29,15,1,95001
18,29,16,1,34999
18,25,41,2,160000
18,29,17,1,75000
18,38,11,2,180000
18,25,42,2,80000
18,29,18,1,50000
18,29,19,1,125000
18,25,43,2,155000
18,25,5,2,125000
18,29,20,1,50000
18,25,17,2,490000
18,29,21,1,75001
18,25,6,2,95000
18,25,44,2,135000
18,25,18,2,100000
18,25,7,2,85000
18,38,7,1,249999
18,25,8,2,80000
18,25,45,2,170000
18,25,9,2,55001
18,25,46,2,60000
18,25,19,2,210001
18,25,47,2,80000
18,25,10,2,160000
18,25,20,2,150000
18,25,48,2,170000
18,25,11,2,159999
18,25,49,2,320000
18,25,50,2,140000
18,25,4,2,15000
18,25,51,2,240000
18,38,1,1,710001
18,25,52,2,130001
18,38,2,1,294999
18,25,53,2,299999
18,38,3,1,140000
18,38,4,1,60000
18,25,54,2,85000
18,38,5,1,80001
18,25,55,2,125000
18,25,56,2,45000
18,38,6,1,149999
18,38,7,1,65000
18,38,1,1,1090000
19,38,2,1,120000
19,38,3,1,130000
19,38,4,1,80000
19,38,5,1,140000
19,25,14,2,125000
19,38,6,1,135000
19,25,15,2,115001
19,29,39,1,295000
19,25,4,2,25001
19,25,16,2,629999
19,25,17,2,130001
19,25,18,2,84999
19,25,19,2,160000
19,25,20,2,270000
19,25,21,2,185000
19,25,22,2,240000
19,25,23,2,75000
19,25,24,2,105000
19,25,25,2,55000
19,25,26,2,125000
19,25,27,2,75000
19,25,28,2,75000
19,25,29,2,40000
19,38,7,1,2295000
19,25,30,2,95001
19,25,31,2,180000
20,25,32,2,99999
20,25,33,2,305000
19,25,1,2,875000
20,25,34,2,45000
20,25,38,2,105000
20,25,39,2,60000
20,25,40,2,120000
20,25,41,2,80001
20,25,42,2,44999
20,38,11,2,85000
20,25,43,2,130000
20,25,5,2,95000
17,25,19,1,12200000
6,25,42,1,48365000
20,25,44,2,225000
20,25,6,2,75000
20,38,39,1,70000
20,25,7,2,55000
20,38,40,1,65000
20,25,45,2,105000
20,25,8,2,70000
20,25,46,2,35000
20,38,41,1,70000
20,25,9,2,45000
20,25,47,2,80000
20,25,10,2,85000
20,25,43,1,315001
20,25,48,2,80000
20,25,49,2,50000
20,25,44,1,74999
20,25,11,2,120000
20,25,50,2,35000
20,25,12,2,75000
20,25,45,1,95000
20,25,51,2,110000
20,25,13,2,65000
20,25,52,2,35000
20,25,46,1,65000
20,25,47,1,35000
20,25,14,2,50000
20,25,53,2,90000
20,25,48,1,55000
20,25,49,1,25000
20,25,15,2,80000
20,25,54,2,35000
20,25,50,1,60000
20,25,16,2,80000
20,25,55,2,80000
20,25,56,2,45000
20,25,17,2,135001
20,25,18,2,84999
20,25,19,2,165000
20,25,36,1,5001
20,25,40,1,10000
20,25,20,2,115001
20,25,21,2,114999
20,25,22,2,85000
20,25,41,1,415000
20,25,42,1,155001
20,25,43,1,79999
20,25,44,1,90000
20,25,45,1,45000
20,25,46,1,70001
21,25,47,1,44999
21,25,48,1,65000
21,25,49,1,50001
21,25,50,1,59999
21,25,51,1,145000
21,25,54,1,55000
21,25,55,1,130001
21,25,56,1,319999
21,25,1,2,455000
21,29,2,1,89999
21,29,3,1,90001
21,29,4,1,45000
22,29,5,1,44999
22,29,6,1,30001
22,29,7,1,59999
22,29,8,1,100000
22,29,9,1,55000
22,29,10,1,75000
22,29,11,1,25000
22,29,12,1,130000
22,29,13,1,50000
22,29,14,1,45000
22,29,15,1,70000
22,29,16,1,35000
22,25,4,2,5000
22,29,17,1,50001
22,29,18,1,34999
22,29,19,1,70000
22,29,20,1,65011
22,29,21,1,29989
22,29,22,1,65001
22,29,23,1,34999
22,29,24,1,70000
22,29,25,1,45000
22,29,26,1,40000
22,29,27,1,40000
22,29,28,1,55000
22,29,29,1,70000
22,29,30,1,130000
22,29,31,1,80000
22,29,32,1,45001
22,29,33,1,74999
22,29,34,1,55000
22,29,35,1,55000
22,29,36,1,85000
22,29,37,1,75000
22,29,40,1,305000
22,29,41,1,150000
22,25,1,2,980000
22,29,42,1,150001
20,25,49,1,7670001
22,25,49,1,320001
22,25,50,1,419999
22,38,11,2,99999
23,25,5,2,95000
23,25,6,2,45000
23,25,7,2,10000
23,25,8,2,40000
23,25,9,2,20000
23,25,10,2,40000
22,25,51,1,550000
23,25,11,2,130000
23,25,54,1,50000
23,25,55,1,75001
23,25,56,1,300000
11,25,43,1,46335000
0,25,4,2,0
0,25,54,1,75001
0,25,55,1,115000
0,25,56,1,169999
5,25,5,2,54999
5,25,6,2,30000
5,25,7,2,15000
5,25,8,2,55000
5,25,9,2,55000
5,25,10,2,40001
5,25,11,2,90000
5,25,12,2,49999
5,25,13,2,75000
5,25,14,2,65000
5,25,15,2,55000
5,25,16,2,70000
5,25,17,2,105000
5,25,18,2,45000
5,25,1,2,700000
5,25,19,2,100001
5,25,20,2,19999
5,25,21,2,75000
5,25,22,2,65000
5,25,23,2,20000
5,25,24,2,15000
5,25,25,2,20001
5,25,26,2,40000
5,25,27,2,19999
5,25,28,2,70000
5,38,11,2,85000
5,25,5,2,55001
5,25,6,2,24999
5,25,7,2,45000
5,25,8,2,60000
5,25,9,2,60000
5,25,10,2,75000
5,25,11,2,95000
5,25,12,2,70000
5,25,13,2,80000
6,25,14,2,60000
6,25,15,2,45000
6,25,16,2,110000
6,25,17,2,100000
6,25,18,2,20001
6,25,19,2,74999
6,25,20,2,45000
5,25,1,2,630000
6,25,21,2,95000
6,25,22,2,145000
6,25,23,2,50000
6,25,24,2,40001
6,25,25,2,55000
6,38,11,2,79999
6,25,26,2,49999
6,25,27,2,50001
6,25,28,2,39999
6,25,5,2,105002
6,25,29,2,70000
6,25,30,2,45000
6,25,31,2,20000
6,25,6,2,89998
6,25,32,2,50000
6,25,7,2,50000
6,25,8,2,50000
6,25,9,2,45000
6,25,33,2,105000
6,25,10,2,20000
6,25,34,2,35000
6,25,11,2,145000
6,25,12,2,100000
6,25,13,2,95000
6,25,38,2,90000
6,25,39,2,35000
6,25,14,2,55000
6,25,40,2,70000
6,25,41,2,55000
6,25,42,2,40000
6,25,17,2,85000
6,25,18,2,40000
6,25,43,2,95000
6,25,19,2,115000
6,25,44,2,90000
6,25,45,2,50000
6,25,20,2,85000
6,25,46,2,35000
6,25,47,2,50000
6,25,48,2,65000
6,25,21,2,155000
6,25,49,2,55000
6,25,50,2,35000
6,25,51,2,55001
6,25,22,2,145000
6,25,52,2,74999
6,25,23,2,50000
6,25,24,2,45000
6,25,53,2,95000
6,25,25,2,65000
6,25,54,2,35000
6,25,26,2,70001
6,25,55,2,75001
6,25,27,2,34999
6,25,56,2,55003
6,25,28,2,60000
6,25,29,2,75000
6,25,7,2,59999
6,25,30,2,70000
6,25,31,2,80000
6,25,32,2,65000
6,25,33,2,110000
6,25,34,2,70000
6,25,35,2,140000
6,25,36,2,0
6,25,1,2,150001
6,25,37,2,150000
6,25,38,2,110000
7,25,39,2,35000
7,25,40,2,55000
7,25,41,2,50000
7,25,42,2,45000
7,25,43,2,110000
7,25,5,2,75000
7,25,44,2,65000
7,25,6,2,50000
7,25,45,2,60000
7,25,7,2,40000
7,25,46,2,30000
7,25,8,2,55000
7,25,9,2,45000
7,25,47,2,100000
7,25,10,2,75000
7,25,48,2,75000
7,25,49,2,20000
7,25,50,2,45000
7,25,11,2,115000
7,25,51,2,75000
7,25,12,2,85000
7,25,52,2,50000
7,25,13,2,105000
7,25,53,2,125000
7,25,54,2,55000
7,25,14,2,95000
7,25,15,2,50000
7,25,55,2,105000
7,25,56,2,45000
7,25,16,2,135000
7,25,17,2,125000
8,25,4,2,5000
8,38,4,1,165000
8,38,5,1,105000
8,38,6,1,150000
8,25,1,2,930000
8,25,5,2,140000
8,25,6,2,70000
8,25,7,2,55000
8,25,8,2,105000
8,25,9,2,65001
8,25,10,2,104999
8,25,11,2,115001
8,25,12,2,134999
8,25,13,2,180000
8,25,14,2,420000
9,25,15,2,70000
9,25,16,2,130000
9,25,17,2,200001
9,25,18,2,154999
9,25,19,2,95000
9,25,20,2,140000
9,25,21,2,160001
9,25,22,2,74999
9,25,23,2,55000
9,25,24,2,40000
9,25,25,2,50001
9,25,26,2,54999
9,25,27,2,80000
9,25,28,2,55001
9,25,29,2,79999
9,25,30,2,65000
9,25,31,2,115000
9,29,2,1,360000
9,25,32,2,95001
9,29,3,1,115000
9,25,33,2,129999
9,29,4,1,110000
9,25,34,2,55000
9,29,5,1,55001
9,29,6,1,49999
9,29,7,1,60000
9,29,8,1,75000
9,29,9,1,90001
9,25,38,2,80000
9,25,39,2,75000
9,29,10,1,159999
9,25,40,2,100000
9,25,41,2,75000
9,29,11,1,165000
9,25,42,2,70000
9,25,42,2,30000
9,29,12,1,40000
9,25,43,2,65000
9,29,13,1,60000
9,29,14,1,70000
9,29,15,1,65000
9,29,16,1,40000
9,29,17,1,80000
9,29,18,1,65000
9,29,19,1,120000
9,29,20,1,60000
9,29,21,1,110001
9,29,22,1,49999
9,29,23,1,45001
9,29,24,1,99999
9,29,25,1,50000
9,29,26,1,85000
10,29,27,1,65000
10,29,28,1,70000
10,29,29,1,105000
10,29,30,1,170000
10,29,31,1,200000
9,25,13,1,835000
10,25,13,1,629999
10,29,32,1,100000
10,25,14,1,135000
10,29,33,1,95000
10,25,15,1,50000
10,25,16,1,80000
10,25,17,1,70000
10,25,18,1,145000
10,29,36,1,19999
10,25,19,1,50000
10,25,20,1,100000
10,25,21,1,15001
10,25,22,1,59999
10,25,23,1,155000
10,25,24,1,70000
10,25,25,1,195000
10,25,26,1,225000
10,25,27,1,130001
10,25,28,1,84999
10,25,29,1,65000
10,25,30,1,70000
10,25,31,1,90000
10,25,31,1,60000
10,25,32,1,30000
10,25,33,1,65000
10,25,34,1,55001
10,25,35,1,279999
10,25,36,1,280000
10,25,21,2,400000
10,25,31,2,130001
11,25,32,2,89999
10,25,37,1,555000
11,25,33,2,205000
11,25,34,2,85000
11,25,38,1,405000
11,25,11,2,140000
11,25,12,2,135001
11,25,38,2,145001
11,25,39,2,70000
11,25,13,2,219999
11,25,40,2,109999
11,25,14,2,135000
11,25,41,2,105000
11,25,42,2,60001
11,25,15,2,75000
11,25,43,2,149999
11,25,44,2,85000
11,25,16,2,225000
11,25,45,2,50000
11,25,46,2,50000
11,25,47,2,65000
11,25,39,1,1090000
11,25,48,2,85000
11,25,40,1,90000
11,25,17,2,265000
11,25,18,2,5000
11,25,49,2,65001
11,25,50,2,79999
11,25,19,2,170000
11,25,51,2,125000
11,25,52,2,85000
11,25,20,2,180000
11,25,53,2,125000
11,25,21,2,120000
11,25,54,2,30001
11,25,22,2,100000
11,25,55,2,129999
11,25,23,2,65000
11,25,56,2,70000
11,25,24,2,140000
11,25,41,1,805000
11,25,25,2,65000
11,25,42,1,65001
11,25,26,2,50000
11,25,27,2,80001
11,25,43,1,110000
11,25,28,2,74999
11,25,44,1,79999
11,25,29,2,80000
11,25,30,2,50000
11,25,45,1,135001
11,25,46,1,109999
11,25,31,2,145000
11,25,47,1,70001
11,25,32,2,120000
11,25,48,1,174999
11,25,49,1,95000
11,25,50,1,100001
11,25,33,2,330000
11,25,34,2,100000
11,25,51,1,279999
12,25,38,2,105000
12,25,39,2,65000
12,25,40,2,125000
12,25,41,2,95001
12,25,54,1,50001
12,25,42,2,74999
12,25,55,1,114999
12,25,45,2,35000
12,25,46,2,5001
12,25,47,2,29999
12,25,48,2,260000
12,25,56,1,420000
12,25,49,2,170000
12,25,50,2,205000
12,25,51,2,355000
12,25,52,2,125001
12,25,53,2,145000
12,25,49,2,60000
12,25,50,2,100000
12,25,6,2,615000
12,25,6,2,50000
12,25,7,2,65000
12,25,8,2,85000
12,25,9,2,60000
12,25,10,2,90000
12,25,11,2,125001
12,25,12,2,109999
13,25,13,2,160000
13,25,14,2,200001
9,25,44,2,12095000
13,25,15,2,79999
13,25,16,2,80000
13,25,45,2,220001
13,25,46,2,24999
13,25,17,2,160000
13,25,47,2,60000
13,25,48,2,95000
13,25,49,2,65001
13,25,18,2,210000
13,25,50,2,119999
13,25,19,2,210001
13,25,51,2,115000
13,25,20,2,89999
13,25,52,2,70000
13,25,53,2,65000
13,25,54,2,35000
13,25,21,2,120000
13,25,55,2,135000
13,25,22,2,135000
13,25,56,2,40000
13,25,23,2,530000
13,25,24,2,70000
13,25,25,2,25000
13,25,26,2,85000
13,25,27,2,60000
13,25,28,2,25000
13,25,29,2,95000
13,25,30,2,85000
13,25,31,2,110000
13,25,32,2,65000
13,29,2,1,254999
13,29,3,1,205000
13,29,4,1,205001
13,29,5,1,74999
13,29,6,1,50000
13,29,7,1,100000
13,25,6,2,1725000
13,25,6,2,60000
13,25,7,2,60000
13,29,8,1,135000
14,25,8,2,90000
14,25,9,2,65000
14,29,9,1,125000
14,25,10,2,75000
14,29,10,1,105000
14,29,11,1,50000
14,25,21,2,330001
14,25,21,2,160001
14,25,11,2,185000
14,29,12,1,90000
14,25,22,2,104999
14,29,13,1,105001
14,25,23,2,65000
14,25,12,2,140000
14,29,14,1,80000
14,25,24,2,75000
14,25,25,2,60001
14,29,15,1,79999
14,29,16,1,55000
13,25,33,2,1785000
14,25,26,2,139999
14,29,17,1,70000
14,25,34,2,65000
14,25,13,2,300000
14,25,14,2,140000
14,25,27,2,205001
14,29,20,1,80000
14,25,15,2,45000
14,29,21,1,80000
14,25,28,2,119999
14,29,22,1,100000
14,25,16,2,215000
14,29,23,1,55001
14,25,38,2,180000
14,29,24,1,94999
14,29,25,1,50000
14,29,26,1,30001
14,25,39,2,155000
14,29,27,1,60000
14,25,40,2,135000
14,29,28,1,154999
14,25,41,2,95000
14,29,29,1,100000
14,25,42,2,75000
14,29,30,1,140000
14,25,17,2,685000
14,25,43,2,155004
14,29,31,1,100000
14,25,44,2,89996
14,29,32,1,95000
14,25,45,2,55001
14,25,18,2,195000
14,25,46,2,29999
14,25,46,2,15000
14,25,46,2,15001
14,25,47,2,24999
14,29,33,1,135000
14,25,48,2,5001
14,25,52,2,49999
14,29,34,1,155000
14,25,53,2,145000
14,25,54,2,25000
14,25,19,2,365000
14,29,35,1,150000
14,25,55,2,85000
14,29,36,1,60001
14,25,20,2,175000
14,29,37,1,124999
14,25,21,2,225000
14,25,4,2,10001
14,25,22,2,90000
14,25,23,2,80000
14,25,24,2,80000
14,25,25,2,35000
12,25,51,2,7650000
14,25,26,2,115000
14,25,27,2,145000
14,25,28,2,75000
14,25,29,2,60000
14,25,52,2,395000
15,25,30,2,140000
15,25,31,2,195000
15,25,32,2,80000
15,29,41,1,110001
15,29,42,1,169999
15,25,33,2,260000
15,25,34,2,100001
15,25,38,2,85000
15,25,39,2,50000
15,25,55,2,205001
15,25,56,2,49999
15,25,40,2,110000
15,25,41,2,65000
15,25,42,2,65000
15,25,43,2,90000
15,25,44,2,100000
15,25,45,2,70000
15,25,46,2,45000
15,25,47,2,50000
15,25,48,2,125000
15,25,49,2,80000
15,25,50,2,80000
15,25,51,2,210000
15,25,52,2,60000
15,25,53,2,95000
15,25,54,2,35001
15,25,55,2,159999
15,25,56,2,50000
15,29,1,1,264999
15,29,2,1,335001
16,29,3,1,124999
16,29,4,1,40000
16,29,5,1,30000
16,29,5,1,20000
16,29,6,1,20000
16,29,7,1,65000
16,29,8,1,115000
20,38,1,1,158135001
16,29,9,1,75000
16,29,12,1,65000
16,38,2,1,329999
16,29,13,1,110000
16,29,14,1,100000
16,29,15,1,80000
16,29,16,1,45000
16,29,17,1,70000
16,29,18,1,50000
16,38,5,1,130000
16,29,19,1,115000
16,29,20,1,55000
16,29,21,1,55000
16,38,6,1,445001
16,25,4,2,0
16,25,4,2,180000
16,25,4,2,5000
16,25,6,2,30000
16,25,7,2,60000
17,25,8,2,55000
17,25,9,2,60000
17,25,10,2,65000
17,25,11,2,145000
17,25,12,2,150000
17,25,13,2,355001
17,25,14,2,255000
17,25,15,2,39999
17,25,16,2,190000
17,25,17,2,860000
17,25,18,2,430000
17,25,1,2,94999
18,38,12,2,25000
18,38,13,2,40000
18,25,18,2,150001
19,25,31,2,195001
19,25,32,2,104999
19,25,33,2,110000
19,25,34,2,65000
19,25,38,2,110001
19,25,39,2,49999
19,25,40,2,95000
19,25,41,2,115001
19,25,42,2,69999
19,25,43,2,125000
19,25,44,2,80000
19,25,45,2,65000
19,25,46,2,100000
19,25,47,2,90000
19,25,48,2,105000
19,25,49,2,80000
19,25,50,2,60000
19,25,51,2,140000
19,25,52,2,110000
19,25,53,2,120000
19,25,54,2,25000
19,25,55,2,125001
19,25,56,2,55000
19,25,4,2,20000
20,25,4,2,10000
20,25,1,2,500000
20,38,11,2,65000
20,25,5,2,105000
20,25,6,2,44999
20,25,7,2,40001
20,25,8,2,74999
20,25,9,2,25000
20,25,10,2,80000
20,25,11,2,110000
21,25,12,2,100000
21,25,13,2,100000
21,25,14,2,95000
21,25,15,2,50001
21,25,16,2,100000
21,25,17,2,159999
21,25,18,2,110000
21,25,19,2,335000
21,25,20,2,230001
21,25,21,2,174999
21,25,22,2,155001
21,25,23,2,49999
21,25,24,2,95000
21,25,25,2,55000
21,25,26,2,35000
21,25,27,2,70000
21,25,28,2,65000
21,25,29,2,65001
21,25,30,2,25000
21,25,31,2,120000
21,25,32,2,64999
21,25,33,2,215000
21,25,34,2,90000
21,25,35,2,95000
21,25,36,2,0
21,25,37,2,110003
21,25,38,2,119997
21,25,39,2,70000
21,25,40,2,125000
21,25,41,2,75000
21,25,42,2,80000
21,25,43,2,70000
21,25,44,2,120000
21,25,45,2,65001
21,25,46,2,34999
21,25,47,2,75000
22,25,48,2,70000
22,25,49,2,75000
22,25,50,2,20000
22,25,51,2,60000
22,25,52,2,60000
22,25,53,2,105000
22,25,54,2,45000
22,25,55,2,125000
22,25,56,2,45000
22,25,4,2,0
23,25,1,2,190000
7,25,39,2,164469999
4,25,39,2,50000
5,25,40,2,155000
5,25,41,2,125000
5,25,42,2,85000
5,25,49,2,45000
5,25,50,2,40000
6,25,4,2,10000
6,25,4,2,10000
6,25,1,2,660000
6,38,11,2,70000
6,25,5,2,90000
6,25,6,2,55000
6,25,7,2,45000
6,25,4,2,0
6,25,8,2,50000
6,25,1,2,1005000
6,25,9,2,40000
6,25,10,2,70000
6,25,11,2,80000
6,25,12,2,105000
6,25,13,2,110000
6,25,14,2,60000
6,25,15,2,50001
6,38,11,2,80000
6,25,16,2,49999
6,25,17,2,90000
6,25,18,2,45000
6,25,5,2,75000
6,25,6,2,45000
6,25,7,2,40000
6,25,19,2,130000
6,25,8,2,85000
6,25,9,2,50000
6,25,10,2,55000
6,25,1,2,739999
6,25,20,2,230000
6,25,11,2,130000
6,25,21,2,95000
6,25,22,2,55000
6,25,12,2,95000
6,25,23,2,45000
6,25,13,2,70000
6,25,24,2,65000
6,25,25,2,25000
6,25,14,2,95001
6,25,26,2,65000
6,25,15,2,99999
6,25,27,2,80000
6,25,14,2,1390001
6,25,16,2,45000
6,38,11,2,69999
6,25,28,2,100000
6,25,17,2,90000
7,25,18,2,40000
7,25,5,2,65000
7,25,6,2,45000
7,25,29,2,135000
7,25,7,2,40000
7,25,8,2,25000
7,25,30,2,55000
7,25,19,2,155001
7,25,9,2,30001
7,25,31,2,70001
7,25,32,2,55000
7,25,10,2,104999
7,25,20,2,149999
7,25,11,2,110000
7,25,21,2,125001
7,25,12,2,60001
7,25,33,2,179999
7,25,34,2,70001
7,25,22,2,79999
7,25,13,2,94999
7,25,23,2,40000
7,25,24,2,30000
7,25,25,2,25000
7,25,14,2,85000
7,25,26,2,35000
7,25,15,2,60001
7,25,27,2,50000
7,25,16,2,69999
7,25,28,2,75000
7,25,29,2,65000
7,25,17,2,105000
7,25,30,2,40000
7,25,38,2,120000
7,25,18,2,55000
7,25,31,2,50000
7,25,39,2,60000
7,25,32,2,50000
7,25,14,2,130000
7,25,15,2,45001
7,25,19,2,130000
7,25,40,2,135000
7,25,33,2,125000
7,25,16,2,74999
7,25,20,2,110000
7,25,34,2,50000
7,25,41,2,85000
7,25,44,2,50000
7,25,17,2,115001
7,25,42,2,75000
7,25,18,2,49999
7,25,21,2,130000
7,25,22,2,70000
7,25,43,2,110000
7,25,49,2,25000
7,25,19,2,95001
7,25,50,2,30001
7,25,23,2,45000
7,25,51,2,49999
7,25,24,2,50000
7,25,44,2,110000
7,25,23,2,10000
7,25,52,2,40001
7,25,24,2,10001
7,25,25,2,14999
7,25,26,2,20000
7,25,45,2,70000
7,25,27,2,20000
7,25,53,2,60000
7,25,54,2,9999
7,25,20,2,184999
7,25,38,2,125000
7,25,28,2,55000
7,25,46,2,80000
7,25,39,2,40000
7,25,47,2,45000
7,25,29,2,80000
7,25,21,2,120001
7,25,40,2,85000
7,25,48,2,45000
7,25,30,2,45000
7,25,41,2,70000
7,25,49,2,70000
7,25,31,2,60000
7,25,22,2,119999
7,25,42,2,50001
7,25,32,2,50000
7,25,23,2,55001
7,25,50,2,90001
7,25,43,2,89999
7,25,24,2,74999
7,25,51,2,70000
7,25,33,2,115000
7,25,25,2,35000
7,25,52,2,59999
7,25,44,2,95000
7,25,34,2,70000
7,25,26,2,65000
7,25,45,2,55000
7,25,46,2,45001
7,25,27,2,85001
7,25,53,2,120000
7,25,54,2,35000
7,25,47,2,54999
7,25,28,2,54999
7,25,4,2,5000
7,25,48,2,60000
7,25,29,2,65000
7,25,49,2,45001
7,25,30,2,45000
7,25,55,2,130000
7,25,50,2,50000
7,25,56,2,65000
7,25,31,2,105000
7,25,51,2,74999
7,25,52,2,35000
7,25,38,2,135000
7,25,39,2,45000
7,25,53,2,85000
7,25,54,2,45000
7,25,40,2,100000
7,25,55,2,100000
7,25,34,2,75000
7,25,41,2,75001
7,25,56,2,50000
7,25,42,2,49999
7,25,35,2,140000
7,25,36,2,0
7,25,43,2,155001
7,25,44,2,94999
7,25,37,2,195000
7,25,45,2,80004
7,25,46,2,39996
7,25,38,2,90000
7,25,39,2,50000
7,25,47,2,65000
7,25,48,2,60001
7,25,40,2,105001
7,25,49,2,75000
7,25,50,2,59999
7,25,1,2,749999
7,25,51,2,120000
7,25,52,2,55000
7,25,41,2,380000
8,25,53,2,145000
8,25,42,2,54999
8,25,54,2,60001
8,25,43,2,135000
8,25,55,2,149999
8,25,44,2,85000
8,25,56,2,35000
8,25,45,2,55000
8,25,46,2,45000
8,25,47,2,100000
8,25,48,2,80001
8,25,20,2,570000
8,25,49,2,90000
8,25,50,2,49999
8,38,11,2,190000
8,25,21,2,115000
8,25,22,2,50001
8,25,51,2,95000
8,25,23,2,49999
8,25,5,2,85000
8,25,24,2,40000
8,25,52,2,70000
8,29,2,1,130000
8,25,25,2,50001
8,25,6,2,65001
8,25,26,2,44999
8,25,7,2,54999
8,29,3,1,90000
8,25,53,2,120000
8,25,27,2,55000
8,29,1,1,245000
8,25,28,2,50000
8,25,8,2,115000
8,29,4,1,105000
8,25,54,2,105000
8,29,5,1,45000
8,25,29,2,100000
8,25,9,2,80000
8,29,6,1,40000
8,25,10,2,70000
8,29,7,1,65000
8,25,30,2,90000
8,25,55,2,165000
8,29,2,1,219999
8,29,8,1,100001
8,25,11,2,120000
8,25,56,2,110000
8,25,31,2,125000
8,29,3,1,135000
8,25,32,2,115001
8,25,12,2,140001
8,29,9,1,169999
8,29,4,1,105000
8,29,10,1,100000
8,29,5,1,100000
8,25,33,2,129999
8,29,11,1,40000
8,25,13,2,164999
8,29,6,1,50000
8,25,34,2,75000
8,29,12,1,65000
8,25,14,2,75000
6,25,14,2,8325000
8,29,7,1,105000
8,25,15,2,25000
8,25,15,2,60000
8,29,13,1,85000
8,29,8,1,60000
8,29,14,1,45000
8,25,16,2,80000
8,29,9,1,70000
8,29,1,1,119999
8,29,15,1,80001
8,29,10,1,75000
8,25,17,2,120000
8,29,16,1,79999
8,29,11,1,35000
8,29,17,1,55000
8,29,12,1,70000
8,25,18,2,105000
8,29,18,1,45000
8,25,38,2,105000
8,25,20,2,210000
8,29,2,1,220000
8,29,13,1,65000
8,25,39,2,65000
8,29,14,1,55000
8,29,19,1,130001
8,25,21,2,110000
8,29,3,1,110000
8,29,15,1,90001
8,25,40,2,120000
8,29,20,1,84999
8,25,19,2,220000
8,25,22,2,115001
8,25,41,2,50000
8,29,4,1,125000
8,29,16,1,104999
8,29,5,1,55000
8,25,42,2,75000
8,25,23,2,85000
8,29,21,1,120001
8,29,17,1,70001
8,25,20,2,160001
8,29,6,1,60001
8,29,18,1,54999
8,29,7,1,49999
8,29,22,1,134999
8,25,26,2,35001
