t_hour,line,sequence,direction,timetaken
12,25,22,1,95000
12,29,16,2,75000
12,38,37,1,149999
12,25,13,1,65000
12,38,41,2,60000
12,38,25,2,130001
12,25,34,2,99999
12,38,26,1,49999
12,38,16,2,125000
12,25,51,2,79999
12,25,22,1,70000
12,25,31,2,45000
12,25,15,1,90000
12,38,29,2,140000
12,29,42,2,275000
12,25,14,2,50000
12,38,30,2,65000
12,38,23,2,49999
12,29,37,1,120000
12,25,33,2,134999
12,38,39,1,90000
12,25,22,1,75000
12,29,40,2,120001
12,29,32,1,120001
12,25,15,2,59999
12,29,17,2,50000
12,38,26,2,44999
12,29,32,1,89999
12,29,30,2,100000
12,38,24,2,30000
12,38,36,1,145000
12,25,31,2,180000
12,25,19,1,65000
12,38,42,2,90000
12,29,32,2,135000
12,29,42,1,70002
12,25,52,2,55003
12,38,33,1,124999
12,29,18,2,20000
12,38,22,1,159999
12,25,30,2,29999
12,38,17,2,65000
12,38,30,2,65000
12,38,31,1,505000
12,25,16,1,80000
12,38,38,1,95001
12,25,27,1,100000
12,25,15,2,75000
12,29,19,2,30000
12,25,14,1,99999
12,29,40,1,124999
12,29,43,2,95000
12,29,33,1,69999
12,38,40,1,84999
12,29,33,2,54999
12,25,23,1,120000
12,38,18,2,45000
12,25,41,1,415000
12,25,34,2,95000
12,29,33,1,75000
12,38,31,2,55001
12,25,16,2,40000
12,29,31,2,90000
12,38,32,2,9999
12,38,39,1,49999
12,25,17,1,55000
12,38,33,1,80004
12,25,11,1,20004
12,38,25,2,100000
12,25,38,2,120000
12,25,23,1,150000
12,25,38,2,99998
12,38,27,1,160001
12,38,27,2,125001
12,25,53,2,114998
12,29,41,1,80001
12,25,24,1,70000
12,38,31,2,165000
12,38,33,2,50000
12,38,37,1,145000
12,29,34,2,85001
12,29,20,2,105001
12,38,19,2,85001
12,25,15,1,105001
12,25,23,1,185000
12,38,34,1,155001
12,25,24,1,65001
12,29,32,2,85001
12,29,34,1,115001
12,25,39,2,70001
12,29,41,2,190000
12,25,20,1,170000
12,38,26,2,80000
12,38,25,1,85004
12,25,28,1,145003
12,25,28,1,55003
12,38,28,2,65003
12,25,3,1,694999
12,25,25,1,60000
12,38,32,2,60000
12,25,54,2,74999
12,25,39,2,90000
12,38,28,1,89999
12,38,34,2,70001
12,29,21,2,60000
12,25,32,2,205001
12,38,31,1,435000
12,25,17,2,130000
12,29,34,1,140000
12,29,33,2,39999
12,29,42,1,84999
12,38,26,1,34997
12,25,12,2,289999
12,25,40,2,30000
12,38,33,2,40001
12,38,33,2,25001
12,25,16,1,85003
12,38,40,1,155000
12,38,38,1,99999
12,29,35,2,105000
12,29,35,1,40000
12,25,18,1,160000
12,29,22,2,44999
12,25,24,1,95000
12,38,34,2,24999
12,29,35,1,89999
12,25,38,2,130000
12,25,26,1,85000
12,25,33,1,410000
12,25,38,2,95000
12,38,34,1,189996
12,25,36,1,565000
12,25,17,1,54997
12,29,34,2,80000
12,38,33,1,109996
12,25,21,1,124999
12,25,40,2,129999
12,38,27,2,125000
12,25,4,1,509999
12,29,36,1,55000
12,25,19,1,55001
12,38,20,2,160000
12,38,27,1,94999
12,25,18,2,104999
12,25,5,2,95000
12,38,35,2,60000
12,38,35,1,149999
12,29,23,2,65000
12,25,39,2,55000
12,25,25,1,154999
12,25,27,1,60000
12,29,36,1,75000
12,25,39,2,65001
12,38,28,2,50000
12,25,55,2,155000
12,25,13,2,135000
12,38,29,1,160001
12,25,25,1,110000
12,25,16,2,375001
12,25,4,1,180001
12,25,41,2,140000
12,25,41,2,70000
12,38,39,1,130001
12,29,42,2,204999
12,29,35,2,90000
12,25,40,2,65001
12,29,24,2,70001
12,38,29,2,209996
12,25,28,1,65000
12,38,31,1,455000
12,25,56,2,55001
12,25,6,2,95000
12,29,37,1,105000
12,25,22,1,115001
12,25,18,1,130000
12,38,36,1,105000
12,38,41,1,180000
12,38,28,1,110000
12,25,5,1,54999
12,29,36,2,174999
12,38,21,2,119999
12,29,43,2,50000
12,25,41,2,49999
12,25,34,1,155001
12,25,20,1,135002
12,25,42,2,75002
12,29,37,1,110000
12,25,40,2,99999
12,38,41,1,619999
12,29,25,2,64999
12,25,7,2,50000
12,25,29,1,60001
12,38,30,2,70001
12,25,19,1,55000
12,38,29,2,125000
12,38,35,1,195000
12,25,14,2,125000
12,25,42,2,50000
12,25,5,1,185000
12,25,26,1,165000
12,38,34,1,200001
12,29,37,2,70001
12,25,21,1,54998
12,25,44,2,105001
12,38,22,2,75000
12,38,33,1,110001
12,25,17,2,725001
12,38,40,1,140000
12,25,41,2,70000
12,25,6,1,95001
12,29,26,2,70001
12,25,3,1,144999
12,38,30,2,60001
12,38,31,2,75000
12,25,15,2,60000
12,29,36,2,165000
12,25,45,2,54999
12,25,38,2,125000
12,38,23,2,55001
12,25,8,2,100000
12,38,29,1,140000
12,25,7,1,44999
12,25,4,2,10000
12,25,26,1,205000
12,25,20,1,100000
12,25,30,1,114999
12,25,22,1,79999
12,38,41,1,64999
12,25,43,2,134997
12,38,37,1,160000
12,25,42,2,65000
12,25,19,2,270000
12,29,38,2,90000
12,38,32,2,50000
12,25,9,2,35000
12,38,24,2,39999
12,25,6,1,110000
12,29,41,1,74998
12,25,43,2,115000
12,38,36,2,285000
12,29,37,2,55000
12,38,36,1,125000
12,25,46,2,55000
12,29,27,2,84999
12,25,23,1,195000
12,38,33,1,90000
12,25,27,1,285000
12,25,21,1,40000
12,38,33,2,30000
12,25,27,1,130001
12,25,18,2,119999
12,25,39,2,74999
12,38,31,2,99999
12,25,11,1,70000
12,25,20,2,385000
12,38,11,2,104999
12,25,17,1,5000
12,29,39,2,70000
12,29,28,2,55000
12,25,7,1,65001
12,38,34,1,160000
12,25,8,1,105001
12,29,42,1,75001
12,29,38,2,75000
12,38,38,1,95000
12,38,35,1,189999
12,25,44,2,85001
12,25,10,2,90001
12,25,44,2,110001
12,25,13,2,69999
12,25,5,1,50001
12,25,5,1,15000
12,25,43,2,115000
12,38,36,1,9999
12,38,25,2,100000
12,25,24,1,90000
12,25,22,1,85000
12,38,34,2,85000
12,38,32,2,70000
12,38,37,1,15000
12,25,16,2,175000
12,29,29,2,55000
12,25,45,2,34999
12,38,38,1,10000
12,25,6,1,35000
12,25,23,1,155000
12,25,33,2,524999
12,25,27,1,165000
12,29,39,2,60000
12,25,13,2,35000
12,25,4,1,210001
12,25,46,2,25000
12,25,47,2,140000
12,25,8,1,84999
12,25,45,2,59999
12,38,35,1,84999
12,25,29,1,29999
12,25,14,2,14999
12,38,33,2,50000
12,38,26,2,65000
12,25,9,1,95000
12,25,25,1,70000
12,38,34,1,160000
12,25,31,1,195000
12,38,37,2,170000
12,38,35,2,69999
12,25,28,1,154999
12,25,5,2,95000
12,25,47,2,35000
12,25,40,2,155001
12,38,39,1,110001
12,25,44,2,90001
12,38,39,1,65001
12,25,46,2,40001
12,29,40,2,135000
12,25,24,1,60000
12,25,21,2,150000
12,25,32,1,30001
12,25,5,1,55000
12,25,17,2,444999
12,25,25,1,110000
12,38,36,1,140000
12,25,9,1,80001
12,25,28,1,95000
12,25,11,2,144999
12,29,30,2,115001
12,25,45,2,49999
12,38,34,2,80000
12,25,6,2,60001
12,25,29,1,70000
12,25,41,2,59999
12,25,22,2,55000
12,38,36,1,100001
12,25,47,2,65000
12,25,7,2,20000
12,25,35,1,425000
12,25,10,1,100000
12,25,25,1,75000
12,25,20,2,285000
12,25,12,2,559999
12,25,19,2,245001
12,25,23,1,180000
12,25,23,2,40000
12,25,46,2,50000
12,25,48,2,145000
12,38,31,1,399999
12,25,34,2,160001
12,25,10,1,65000
12,38,36,2,120001
12,25,48,2,115000
12,29,40,2,165000
12,38,27,2,140000
12,25,29,1,75000
12,25,18,2,95000
12,25,14,2,215000
12,25,6,1,109999
12,25,42,2,70000
12,25,49,2,25001
12,29,40,1,110001
12,38,37,1,100001
12,25,14,1,20001
12,25,26,1,110000
12,38,40,1,145000
12,38,40,1,145000
12,38,37,1,80000
12,38,38,2,165000
12,25,36,1,74999
12,25,24,1,60000
12,25,26,1,175000
12,29,31,2,115000
12,25,15,1,25000
12,25,48,2,95000
12,25,23,2,50000
12,25,47,2,65000
12,25,11,1,59999
12,38,35,1,184999
12,25,8,2,95000
12,38,28,2,55000
12,25,7,1,50001
12,38,39,2,35000
12,25,49,2,80000
12,25,12,2,145001
12,25,30,1,130001
12,25,11,1,115000
12,25,16,1,35000
12,25,32,1,220000
12,25,50,2,74999
12,25,9,2,45000
12,25,27,1,70000
12,25,12,1,50001
12,25,30,1,100000
12,29,41,1,85000
12,25,17,1,25000
12,38,38,1,90000
12,29,41,1,105001
12,38,29,2,60001
12,25,43,2,110001
12,38,41,1,95000
12,38,41,1,95000
12,38,31,1,395001
12,25,25,1,90000
12,25,48,2,80001
12,25,17,2,320000
12,38,40,2,65000
12,25,24,2,85000
12,38,33,1,85000
12,25,13,1,34999
12,25,8,1,85000
12,38,39,1,34999
12,25,21,2,180000
12,25,27,1,104999
12,25,49,2,99999
12,25,18,1,45000
12,25,51,2,60000
12,29,32,2,110000
12,25,13,2,240000
12,38,37,2,169999
12,25,19,1,10000
12,25,10,2,65000
12,25,12,1,90000
12,38,41,2,35000
12,38,30,2,55000
12,25,33,1,25001
12,25,37,1,800001
12,25,28,1,85000
12,25,18,2,55000
12,25,19,2,185000
12,25,44,2,64999
12,25,49,2,59999
12,25,13,2,225000
12,25,25,2,60001
12,29,33,2,40000
12,25,14,1,60001
12,25,26,1,70000
12,29,41,2,310000
12,25,13,2,125000
12,25,26,1,235001
12,38,36,1,150001
12,38,42,2,35000
12,25,52,2,55000
12,25,9,1,70000
12,25,29,1,30000
12,25,8,2,10000
12,25,27,1,20000
12,25,13,1,50000
12,25,50,2,75001
12,25,15,2,220001
12,25,22,2,80001
12,25,50,2,160001
12,25,14,2,45001
12,25,20,2,50000
12,38,40,1,95000
12,38,38,2,80000
12,25,45,2,65008
12,25,20,2,289999
12,38,42,2,1219999
12,25,26,2,69999
12,25,28,1,120001
12,25,31,1,194999
12,29,41,2,270000
12,38,40,1,110001
12,25,33,1,185000
12,25,50,2,85001
12,38,39,2,35001
12,25,20,1,115000
12,25,23,2,55000
12,25,10,1,70000
12,25,31,1,180000
12,25,14,2,84999
12,25,27,1,84999
12,25,15,2,50000
12,25,28,1,70000
12,38,34,1,160000
12,29,34,2,99999
12,25,31,1,19999
12,38,41,1,55000
12,25,15,1,99999
12,25,11,2,134999
12,25,51,2,79999
12,29,9,2,485000
12,25,30,1,95000
12,25,46,2,54992
12,25,32,1,15000
12,25,24,2,30000
12,25,14,1,95000
12,25,4,2,5000
12,38,37,1,114999
12,25,53,2,110000
12,25,33,1,10000
12,25,20,2,110000
12,25,1,1,2690001
12,25,29,1,65000
12,29,42,1,229999
12,29,42,1,219999
12,25,15,2,55000
12,29,9,2,454999
12,29,35,2,45000
12,25,27,2,80000
12,38,40,2,70000
12,25,29,1,60000
12,25,4,2,5000
12,38,31,2,179999
12,25,25,2,40000
12,25,11,1,70000
12,38,41,1,84999
12,25,54,2,40000
12,25,21,1,85000
12,25,51,2,134999
12,25,16,1,70001
12,25,28,1,85000
12,25,34,1,100000
12,25,21,2,140000
12,25,47,2,70000
12,25,34,1,60001
12,25,14,2,225000
12,25,21,2,125000
12,38,32,2,40000
12,38,41,2,45000
12,38,38,1,75001
12,38,35,1,100000
12,25,12,1,45000
12,25,30,1,70000
12,25,12,2,105001
12,25,52,2,105001
12,25,26,2,65000
12,25,15,1,105000
12,25,28,2,75000
12,25,52,2,55000
12,25,2,1,90000
12,25,19,2,235000
12,25,51,2,149999
12,38,42,2,40000
12,25,16,1,5001
12,25,29,1,70001
12,25,17,1,75000
12,25,38,2,155000
12,25,31,1,140000
12,29,42,2,250000
12,38,33,1,265001
12,38,33,2,65001
12,25,30,1,110000
12,25,22,1,99999
12,25,55,2,105001
12,29,42,2,195001
12,25,48,2,90000
12,29,36,2,130000
12,25,13,1,74999
12,25,32,1,189999
12,25,19,1,29999
12,25,16,2,189999
12,38,39,1,84999
12,25,16,1,59999
12,38,36,1,85000
12,29,43,2,35000
12,25,22,2,105000
12,25,27,2,70000
12,25,22,2,105000
12,29,43,2,29999
12,25,49,2,25000
12,25,52,2,70000
12,38,34,2,44999
12,25,29,2,85000
12,25,20,2,85000
12,25,39,2,69999
12,25,32,1,250000
12,25,30,1,79999
12,25,13,2,119999
12,25,16,2,185001
12,25,30,2,20001
12,25,56,2,74999
12,25,15,2,155001
12,25,18,1,100000
12,25,17,1,65001
12,25,28,2,60000
12,25,31,2,25000
12,38,35,2,50001
12,25,53,2,145000
12,25,53,2,135000
12,38,37,1,75000
12,25,3,1,134999
12,25,14,1,85000
12,25,23,2,65000
12,29,37,2,90000
12,25,23,2,80000
12,25,19,1,25000
12,25,54,2,20000
12,25,50,2,80000
12,25,31,1,175000
12,25,15,1,25000
12,25,1,1,1289999
12,25,54,2,35000
12,25,23,1,140001
12,25,14,2,80001
12,38,40,1,130000
12,38,36,2,64999
12,25,29,2,69999
12,25,31,1,165000
12,25,21,2,115000
12,25,24,2,60000
12,25,20,1,150001
12,25,33,1,110000
12,25,15,2,29999
12,25,40,2,120004
12,25,7,2,30004
12,25,31,2,70000
12,29,38,2,85000
12,25,16,1,75001
12,25,24,2,100000
12,25,20,2,475000
12,38,38,1,110001
12,38,34,1,210000
12,25,30,2,50002
12,25,33,1,195002
12,38,41,1,65001
12,25,24,1,70000
12,25,21,1,50000
12,25,25,2,55000
12,25,51,2,105000
12,25,20,1,120000
12,25,2,1,105001
12,25,32,2,50000
12,25,31,1,180001
12,29,39,2,65000
12,25,26,2,35000
12,25,55,2,125000
12,25,17,2,240000
12,25,21,1,45000
12,25,17,1,80000
12,25,25,1,65000
12,25,18,1,195000
12,25,32,1,290000
12,25,22,2,115001
12,25,33,2,45001
12,25,30,2,50002
12,25,25,2,85000
12,25,35,1,370000
12,38,35,1,79999
12,25,22,1,75000
12,25,34,1,125001
12,38,39,1,100000
12,25,41,2,129997
12,25,35,1,10000
12,25,52,2,90000
12,25,56,2,55000
12,25,55,2,199999
12,25,4,1,225000
12,25,23,2,49999
12,25,19,1,55000
12,25,26,2,50000
12,25,35,1,415000
12,25,27,2,85001
12,25,37,1,765001
12,25,38,1,620000
12,25,16,2,170001
12,25,3,1,115000
12,25,18,2,90001
12,29,9,2,530001
12,25,22,1,80000
12,25,4,2,0
12,25,34,2,79999
12,25,36,1,60000
12,25,42,2,70000
12,25,36,1,95000
12,25,5,1,60000
12,25,18,1,104999
12,29,9,2,424999
12,25,4,2,0
12,38,40,1,84999
12,38,36,1,110001
12,25,28,2,59999
12,25,23,1,114999
12,25,24,2,80000
12,25,35,1,119999
12,29,40,2,165000
12,25,27,2,95001
12,25,19,1,55001
12,25,20,1,110000
12,29,43,2,210000
12,29,1,2,9999
12,25,31,2,169998
12,25,32,1,334999
12,25,53,2,145000
12,25,25,2,55000
12,38,4,2,305000
12,25,19,2,119999
12,25,24,1,65001
12,25,34,1,269999
12,25,26,1,205000
12,25,29,2,85000
12,25,1,1,105001
12,25,54,2,35000
12,38,37,1,94999
12,25,43,2,114999
12,25,23,1,149999
12,25,21,1,59999
12,25,32,2,60001
12,25,6,1,135001
12,25,32,1,365000
12,25,26,2,65000
12,25,2,2,129999
12,25,2,2,44999
12,25,28,2,104999
12,25,21,2,675000
12,38,41,1,160000
12,25,24,1,55001
12,38,38,1,75001
12,25,17,2,225000
12,25,22,1,70001
12,25,17,2,509999
12,25,44,2,85001
12,25,30,2,95000
12,25,18,2,30000
12,38,5,2,125000
12,25,25,1,120000
12,25,32,1,360000
12,29,8,2,75001
12,25,7,1,90000
12,25,20,1,170000
12,25,20,2,140001
12,25,18,2,44999
12,25,27,2,85000
12,38,39,1,54999
12,25,4,1,279999
12,25,18,2,50000
12,25,55,2,135000
12,25,29,2,95000
12,25,25,1,75000
12,25,45,2,74999
12,29,9,2,54999
12,25,2,1,180000
12,25,21,1,60000
12,25,33,1,394999
12,25,5,1,50000
12,25,36,1,339999
12,25,31,2,100000
12,25,28,2,75000
12,25,56,2,70000
12,38,6,2,105000
12,29,41,2,285001
12,25,1,2,655001
12,25,8,1,100000
12,25,23,1,135000
12,29,10,2,50001
12,25,18,2,55001
12,25,33,1,265001
12,38,40,1,115001
12,25,21,2,130000
12,25,29,2,55000
12,25,30,2,115000
12,25,32,2,70000
12,25,46,2,100000
12,25,22,1,89999
12,25,19,2,150001
12,25,19,2,140000
12,29,11,2,65000
12,38,7,2,85000
12,25,18,2,165001
12,25,24,1,75005
12,25,26,1,194999
12,25,30,2,45000
12,25,6,1,120000
12,25,9,1,89999
12,25,33,1,269999
12,29,21,2,145000
12,25,31,2,65000
12,38,41,1,74999
12,29,12,2,44999
12,25,47,2,70000
12,25,18,2,170001
12,25,34,1,160002
13,25,25,1,59995
13,25,32,2,35000
13,25,7,1,60001
13,25,31,2,65000
12,25,26,1,225000
13,25,10,1,70000
12,25,20,2,105000
12,25,20,2,105000
12,25,34,1,155000
13,38,8,2,95001
12,25,35,1,400000
13,29,13,2,75001
12,25,33,1,299999
12,29,42,2,205000
12,38,1,1,1405000
13,25,34,1,115001
13,25,11,1,55001
13,25,48,2,115000
13,25,8,1,90004
12,25,23,1,190001
12,25,27,1,465000
13,25,32,2,95000
12,25,33,2,200000
13,29,43,2,45000
13,25,26,1,115000
13,38,2,1,59999
13,25,27,1,15000
13,25,28,1,4999
13,25,49,2,50000
13,25,27,1,205001
13,25,24,1,49999
13,25,12,1,79999
13,25,34,2,60001
13,25,9,1,74996
13,25,28,1,80000
13,25,13,2,25000
13,25,34,1,140001
13,25,14,2,20000
13,29,38,2,50000
12,25,38,1,719999
13,25,15,2,10000
13,25,29,1,40000
13,25,13,1,70000
13,25,21,2,210000
13,25,50,2,100000
13,25,36,1,210000
13,25,16,2,24999
13,25,28,1,99999
13,25,21,2,229999
12,25,22,2,570000
13,25,35,2,104999
13,25,36,2,0
13,25,10,1,115000
13,29,14,2,240004
13,25,25,1,140005
13,25,29,1,60000
13,25,30,1,84999
13,25,14,1,90000
13,25,37,1,300001
13,38,3,1,210001
12,25,37,1,800000
13,25,23,2,70000
13,25,33,2,350001
13,25,15,1,40001
13,25,22,2,125001
13,25,11,1,75000
13,25,22,2,120001
13,25,23,2,39999
13,25,30,1,100001
13,38,4,1,79999
13,25,51,2,170000
13,25,14,2,10000
13,25,15,2,5000
13,25,31,1,115001
13,25,24,2,85000
13,25,35,1,439999
13,25,34,2,79999
13,29,15,2,139995
13,25,23,2,75000
13,25,16,1,95000
13,25,52,2,55001
13,25,26,1,179996
13,25,24,2,75000
13,25,12,1,125000
13,29,16,2,60001
13,25,24,2,45000
13,38,5,1,85001
13,25,27,2,70000
13,29,17,2,19999
13,25,33,2,410000
13,25,35,2,85000
13,25,36,2,0
13,25,37,2,245000
13,25,17,1,64999
12,25,37,1,994999
13,25,31,1,114999
13,25,35,1,465000
13,29,18,2,25001
13,25,27,1,65000
13,25,9,2,139999
13,25,9,2,4999
13,25,25,2,80000
13,25,25,2,65000
13,25,35,1,539999
13,25,28,2,65000
13,29,19,2,39999
13,25,13,1,90000
13,25,22,2,104999
13,25,34,2,70000
12,25,37,1,755000
13,29,9,2,470000
13,29,9,2,474999
13,25,4,2,0
13,25,28,1,70000
13,38,11,2,120000
13,25,26,2,65000
13,25,53,2,165000
13,25,26,2,85000
13,38,1,2,150000
13,25,23,2,65001
13,25,18,1,135001
13,25,27,1,640000
13,25,36,1,225000
13,25,38,2,145000
13,38,6,1,164999
13,25,42,2,65000
13,25,54,2,34999
13,25,14,1,90000
13,25,29,2,95001
13,29,20,2,95001
13,25,35,1,475000
13,25,36,1,115000
13,25,36,1,164999
13,25,29,1,95000
13,25,28,1,60000
13,25,19,1,65000
13,25,39,2,65000
13,38,2,2,80001
13,25,27,2,105000
13,29,21,2,60000
13,25,15,1,65001
13,25,30,2,69999
13,25,27,2,100000
13,25,29,1,35000
13,25,36,1,89999
13,38,11,2,89999
13,29,22,2,39999
13,25,5,2,100001
13,25,30,1,80000
13,25,37,2,275000
13,25,55,2,125000
13,29,23,2,35001
13,29,1,1,870001
13,25,16,1,89999
13,25,40,2,110000
13,25,29,2,65000
12,38,1,1,1570001
13,38,7,1,185001
13,25,56,2,55001
13,25,30,1,100000
13,38,3,2,134999
13,25,44,2,75000
13,25,32,1,440000
13,25,28,2,125000
13,25,6,2,84999
13,25,20,1,149999
13,25,28,2,139999
13,29,24,2,64999
13,38,12,2,110001
13,25,17,1,54999
13,38,9,1,35001
12,25,1,1,1300000
12,25,3,1,1090000
13,25,45,2,50001
13,25,7,2,55000
13,25,33,1,59999
13,29,25,2,55000
13,25,21,1,60000
13,38,13,2,59999
13,38,8,1,89999
13,25,27,1,64999
13,25,34,1,25001
13,25,41,2,115000
13,38,2,1,104999
13,38,10,1,70006
13,38,1,2,115006
13,25,29,2,90007
13,25,38,2,170000
13,25,32,1,440001
13,25,31,1,180000
13,25,39,1,750000
13,25,31,1,125000
13,25,29,2,110000
13,38,9,1,40000
12,29,1,2,1300000
13,25,18,1,105001
13,25,32,2,135000
13,38,4,2,135000
13,25,30,2,44994
12,29,1,1,1125000
13,38,14,2,75000
13,38,10,1,30000
13,25,2,1,105000
13,25,22,1,85000
13,25,39,2,60000
13,29,26,2,100001
13,25,42,2,80000
13,29,9,2,395000
13,25,8,2,110000
13,25,37,1,789999
13,25,4,2,0
13,38,15,2,35000
13,25,19,1,64999
13,25,33,1,89999
13,25,34,1,10000
13,25,30,2,90000
13,38,5,2,70000
13,38,2,2,109993
13,25,4,1,174999
12,25,38,2,2485000
13,25,9,2,65001
13,25,31,2,105000
13,25,43,2,80000
13,38,11,1,154994
13,29,27,2,89999
13,25,40,2,100001
13,25,38,2,120001
13,38,3,1,175001
13,25,23,1,115001
13,25,3,1,125001
13,29,9,2,430000
13,25,4,2,0
13,25,33,2,150000
13,38,6,2,80000
13,25,38,1,630000
13,25,5,1,65000
13,25,49,2,30000
13,38,8,1,1180000
13,29,28,2,45000
13,38,16,2,120000
13,38,11,1,155000
13,25,32,1,190000
12,25,22,2,1270000
13,25,41,2,55000
13,25,32,2,70000
13,25,20,1,130001
13,25,10,2,85000
13,38,9,1,35000
13,25,38,1,860001
13,25,24,1,70000
13,25,31,2,135000
13,25,44,2,90000
13,25,39,2,84999
13,38,3,2,145000
13,25,32,1,249999
13,25,21,1,34999
13,38,12,1,115000
13,25,45,2,30001
13,25,42,2,59999
13,25,34,2,95000
13,25,50,2,90000
13,38,10,1,59999
13,25,33,1,89999
13,25,4,1,125000
13,25,6,1,110000
13,25,25,1,60000
13,29,29,2,105000
13,38,7,2,120001
13,25,4,2,15001
13,29,2,2,290000
13,38,1,1,1000000
13,38,12,1,120000
13,25,27,2,395000
13,25,46,2,65000
13,25,25,1,100000
13,25,40,2,100000
13,25,32,2,115000
13,25,34,1,65001
13,25,51,2,80000
13,25,22,1,110001
13,38,17,2,165000
13,25,5,1,69999
13,25,7,1,70000
13,25,33,2,165000
13,25,47,2,49999
13,25,33,2,140004
13,25,11,2,174999
13,25,43,2,135001
13,29,30,2,105001
13,38,13,1,145000
13,25,1,1,805001
13,25,35,1,425000
13,25,1,1,75001
13,25,52,2,65000
13,29,9,2,440000
13,38,18,2,65000
13,38,8,2,130003
13,25,4,2,5003
13,25,1,2,465004
13,25,48,2,55001
13,38,2,1,125000
13,25,8,1,70001
13,38,4,2,190001
13,25,41,2,100001
13,38,4,1,285000
13,38,11,1,170001
13,25,49,2,20000
13,38,14,1,50000
13,25,34,2,89997
13,29,31,2,75000
13,29,3,2,175000
13,25,12,2,95001
13,25,37,1,800000
13,25,12,2,200000
13,25,44,2,84999
13,38,13,1,175000
13,25,35,1,395001
13,25,2,1,85000
13,25,6,1,135001
13,25,23,1,140000
13,25,26,1,174999
13,38,19,2,85000
13,25,42,2,69999
13,25,50,2,64999
13,25,33,1,275003
13,25,9,1,90000
13,25,45,2,45000
13,25,4,2,9999
13,38,15,1,84999
13,25,37,1,825000
13,25,24,1,50000
13,29,32,2,69999
13,25,7,1,54999
13,38,5,2,120000
13,25,53,2,135000
13,25,33,2,210000
13,29,1,2,1435000
13,25,38,1,950001
13,25,37,1,780001
13,29,33,2,35000
13,25,39,2,459999
13,38,14,1,100001
13,25,54,2,39999
13,25,43,2,85000
13,38,20,2,95001
13,38,16,1,70000
13,38,8,1,1169999
13,38,8,1,740000
13,25,8,1,60003
13,25,46,2,80000
13,25,25,1,79999
13,38,6,2,74999
13,25,34,1,109997
13,25,13,2,149999
13,25,51,2,120001
13,38,3,1,205000
13,25,13,2,155000
13,38,4,2,185000
13,25,38,1,585000
13,25,34,2,95000
13,29,2,2,90000
13,25,3,1,164999
13,29,34,2,75000
13,38,1,1,1090001
13,25,40,2,80000
13,25,36,1,180000
13,25,37,1,940001
13,25,47,2,60001
13,29,3,2,645000
13,29,3,2,10000
13,25,52,2,44999
13,38,21,2,80000
13,25,14,2,45000
13,25,44,2,90001
13,38,4,2,100000
13,38,17,1,90000
13,25,28,2,374999
13,25,36,1,294999
13,38,15,1,114999
13,25,9,1,94997
13,25,12,1,50000
13,25,35,1,365000
13,25,26,1,90001
13,25,55,2,125001
13,25,14,2,85001
13,25,41,2,65001
13,29,35,2,80001
13,25,15,2,55000
13,38,7,2,110001
13,25,27,1,29999
13,38,2,2,895000
13,38,22,2,64999
13,29,1,1,785001
13,25,21,2,90000
13,38,5,2,110000
13,29,7,2,25000
13,25,45,2,69999
13,25,26,1,160000
13,38,12,1,310000
13,29,9,2,480001
13,29,3,2,115000
13,38,9,1,160000
13,25,4,2,0
13,25,48,2,104999
13,38,23,2,30000
13,25,29,2,80000
13,38,7,1,90000
13,25,10,1,80000
13,25,56,2,64999
13,25,42,2,54999
13,38,4,1,149999
13,25,15,2,70000
13,38,2,1,125000
13,25,53,2,110000
13,25,22,2,50000
13,38,6,2,50000
13,38,1,2,105001
13,25,46,2,55000
13,38,5,2,124999
13,25,49,2,40000
13,25,27,1,315001
13,38,18,1,125001
13,25,54,2,35001
13,29,8,2,75000
13,38,24,2,55000
13,38,16,1,130000
13,25,30,2,60000
13,29,9,1,125000
13,38,8,1,70000
13,25,11,1,70001
13,25,36,1,140000
13,38,19,1,39999
13,38,8,2,124999
13,38,3,2,120000
13,25,4,1,215001
13,25,23,2,69999
13,29,9,2,44999
13,29,1,2,1690001
13,25,47,2,70000
13,29,9,2,425000
13,25,29,1,5001
13,25,28,1,145001
13,38,6,2,80000
13,38,2,2,89999
13,29,9,2,455000
13,25,4,2,5000
13,38,9,1,45000
13,25,28,1,79999
13,25,50,2,85000
13,25,43,2,115000
13,25,4,2,5000
13,25,5,1,40000
13,38,7,2,105000
13,25,15,1,70000
13,38,17,1,85000
13,29,10,2,45001
13,38,25,2,100000
13,25,24,2,65001
13,29,10,1,90000
13,25,29,1,45000
13,25,12,1,94999
13,25,16,2,160000
13,38,20,1,90000
13,29,2,2,80000
13,25,29,1,70000
13,25,55,2,134999
13,38,10,1,65000
13,25,38,2,130000
13,25,48,2,90001
13,25,16,2,235000
13,25,13,1,25001
13,25,16,1,60001
13,38,13,1,215000
13,38,4,2,110000
13,38,1,2,115000
13,25,25,2,44999
13,25,14,1,9999
13,25,38,1,500000
13,25,38,1,450001
12,29,2,1,2425000
13,29,2,1,250000
13,29,2,1,239999
13,29,1,1,659999
13,25,51,2,95000
13,38,26,2,70001
13,25,26,2,20001
13,25,56,2,45001
13,25,44,2,105001
13,38,5,1,225000
13,38,7,2,120001
13,25,30,1,70001
13,29,3,2,55000
13,25,49,2,44999
13,25,4,2,15000
13,25,39,2,60000
13,25,6,1,119999
13,38,14,1,54999
13,29,11,2,109999
13,38,8,1,1679999
