VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,1/4/2016 15:37,1/4/2016 15:45,5,0.84,-73.97744751,40.76089096,1,N,-73.9703064,40.76548004,1,6.5,0,0.5,1.46,0,0.3,8.76
1,1/4/2016 15:38,1/4/2016 16:18,1,14.8,-73.77682495,40.64526367,1,N,-73.91225433,40.75587082,2,45,0,0.5,0,0,0.3,45.8
2,1/4/2016 15:42,1/4/2016 15:59,2,2.48,-73.98153687,40.78067017,1,N,-73.96685028,40.75680923,1,13,0,0.5,2.76,0,0.3,16.56
2,1/4/2016 15:51,1/4/2016 16:06,2,3.82,-73.9905014,40.74607086,1,N,-73.94960785,40.77867126,2,13.5,0,0.5,0,0,0.3,14.3
2,1/4/2016 15:55,1/4/2016 16:00,1,0.75,-73.94997406,40.7712059,1,N,-73.96054077,40.77277374,2,5,0,0.5,0,0,0.3,5.8
2,1/4/2016 16:01,1/4/2016 16:59,1,18.66,-73.78327179,40.64653778,2,N,-73.99601746,40.72426224,2,52,0,0.5,0,5.54,0.3,58.34
2,1/4/2016 16:02,1/4/2016 16:14,5,2.23,-73.99507141,40.74007034,1,N,-73.99482727,40.76352692,1,10.5,1,0.5,2.46,0,0.3,14.76
2,1/4/2016 16:04,1/4/2016 16:13,1,0.91,-74.01053619,40.71390152,1,N,-73.99953461,40.71550369,1,6.5,1,0.5,1.66,0,0.3,9.96
2,1/4/2016 16:05,1/4/2016 16:09,1,0.76,-73.98971558,40.74168396,1,N,-73.98751831,40.75029373,2,5,1,0.5,0,0,0.3,6.8
1,1/4/2016 16:08,1/4/2016 16:12,1,0.9,-73.96453094,40.76052475,1,N,-73.96850586,40.75063705,2,5,1,0.5,0,0,0.3,6.8
1,1/4/2016 16:17,1/4/2016 16:37,1,4.3,-73.96783447,40.76292419,1,N,-74.00840759,40.71990967,1,16.5,1,0.5,2.5,0,0.3,20.8
1,1/4/2016 16:22,1/4/2016 17:02,1,15.7,-73.78987122,40.64686966,1,N,-73.72927094,40.78651428,1,46.5,1,0.5,9.66,0,0.3,57.96
2,1/4/2016 16:23,1/4/2016 16:29,1,0.94,-73.97337341,40.78954315,1,N,-73.98186493,40.77883148,1,6,1,0.5,1.56,0,0.3,9.36
2,1/4/2016 16:28,1/4/2016 16:31,5,0.64,-73.96240997,40.75919342,1,N,-73.95571136,40.76429749,2,4.5,1,0.5,0,0,0.3,6.3
2,1/4/2016 16:31,1/4/2016 16:39,1,1.14,-73.98545837,40.76030731,1,N,-73.98486328,40.74824142,2,7,1,0.5,0,0,0.3,8.8
1,1/4/2016 16:31,1/4/2016 16:43,1,2.1,-73.97720337,40.7745018,1,N,-73.97786713,40.77363968,1,10,1,0.5,2.95,0,0.3,14.75
1,1/4/2016 16:50,1/4/2016 16:56,1,0.7,-73.98735046,40.75529099,1,N,-73.97823334,40.75251389,2,5.5,1,0.5,0,0,0.3,7.3
1,1/4/2016 16:59,1/4/2016 17:01,2,0.3,-73.99285889,40.74879456,1,N,-73.99591064,40.74414444,2,3.5,1,0.5,0,0,0.3,5.3
2,1/4/2016 17:04,1/4/2016 17:15,1,1.88,-73.99282074,40.72824097,1,N,-73.99662018,40.7478981,1,9,1,0.5,2.16,0,0.3,12.96
1,1/4/2016 17:06,1/4/2016 17:17,1,2.5,-73.96871185,40.76116562,1,N,-73.9482193,40.79055023,1,10,1,0.5,2.35,0,0.3,14.15
1,1/4/2016 17:07,1/4/2016 17:45,1,7.4,-74.01170349,40.70444489,1,N,-73.92604828,40.65816116,1,29,1,0.5,3,0,0.3,33.8
2,1/4/2016 17:16,1/4/2016 18:21,1,18.31,-73.78244019,40.64461899,2,N,-73.99794006,40.74414825,1,52,0,0.5,5,5.54,0.3,63.34
2,1/4/2016 17:19,1/4/2016 18:10,1,18.89,-73.79021454,40.64703751,2,N,-73.95367432,40.7736969,1,52,0,0.5,8.08,5.54,0.3,66.42
1,1/4/2016 17:20,1/4/2016 17:33,1,2.1,-73.9566803,40.77500153,1,N,-73.98200226,40.77149582,2,11,1,0.5,0,0,0.3,12.8
1,1/4/2016 17:23,1/4/2016 17:33,1,1.6,-73.9733963,40.76038361,1,N,-73.95773315,40.77980804,1,9,1,0.5,2.15,0,0.3,12.95
1,1/4/2016 17:24,1/4/2016 17:39,3,2.9,-73.99878693,40.72486496,1,N,-73.98915863,40.75815964,2,12.5,1,0.5,0,0,0.3,14.3
1,1/4/2016 17:26,1/4/2016 17:36,1,1.2,-73.97943878,40.75542831,1,N,-73.97959137,40.74360275,1,8,1,0.5,2.45,0,0.3,12.25
2,1/4/2016 17:30,1/4/2016 17:44,6,1.95,-73.89704132,40.7490387,1,N,-73.86815643,40.75530624,2,10.5,1,0.5,0,0,0.3,12.3
2,1/4/2016 17:35,1/4/2016 17:48,1,1.64,-74.00765991,40.71514893,1,N,-73.98584747,40.72126007,1,10,1,0.5,2.36,0,0.3,14.16
1,1/4/2016 17:36,1/4/2016 17:42,1,0.9,-73.97786713,40.75148392,1,N,-73.98256683,40.73947144,1,6,1,0.5,1.55,0,0.3,9.35
2,1/4/2016 17:38,1/4/2016 17:41,1,0.54,-73.98332977,40.77125168,1,N,-73.98745728,40.77618027,1,4,1,0.5,0.75,0,0.3,6.55
1,1/4/2016 17:40,1/4/2016 18:15,1,9.3,-73.8706665,40.77353287,1,N,-73.9852829,40.75997925,1,33,1,0.5,10.05,5.54,0.3,50.39
1,1/4/2016 17:47,1/4/2016 18:04,1,2.9,-73.96603394,40.76837921,1,N,-73.99188232,40.7328186,1,13.5,1,0.5,2.5,0,0.3,17.8
2,1/4/2016 17:48,1/4/2016 17:57,1,1.59,-73.98220825,40.76824188,1,N,-73.96152496,40.76888657,1,8,1,0.5,2.45,0,0.3,12.25
2,1/4/2016 17:49,1/4/2016 17:56,1,0.75,-73.9750824,40.75873947,1,N,-73.96575165,40.76253891,2,6,1,0.5,0,0,0.3,7.8
1,1/4/2016 17:51,1/4/2016 18:08,1,3,-73.98204041,40.75585556,1,N,-73.94682312,40.77587128,2,13,1,0.5,0,0,0.3,14.8
2,1/4/2016 17:53,1/4/2016 18:09,3,1.95,-73.98733521,40.73874283,1,N,-73.96788788,40.75966644,1,12,1,0.5,4.8,0,0.3,18.6
2,1/4/2016 17:54,1/4/2016 17:57,2,0.66,-73.98087311,40.78200912,1,N,-73.97502136,40.79008865,1,5,1,0.5,1.36,0,0.3,8.16
1,1/4/2016 17:54,1/4/2016 17:58,1,0.6,-74.00604248,40.7413559,1,N,-74.0072403,40.73500061,1,4.5,1,0.5,1.25,0,0.3,7.55
1,1/4/2016 17:54,1/4/2016 18:05,1,2.8,-73.94818878,40.77844238,1,N,-73.96838379,40.75518417,1,11,1,0.5,2.55,0,0.3,15.35
1,1/4/2016 18:05,1/4/2016 18:15,1,1.4,-73.99221039,40.76436234,1,N,-73.99653625,40.75307846,2,8,1,0.5,0,0,0.3,9.8
1,1/4/2016 18:06,1/4/2016 18:15,1,1.7,-73.99103546,40.74983215,1,N,-73.99255371,40.7322731,1,8.5,1,0.5,2.05,0,0.3,12.35
1,1/4/2016 18:07,1/4/2016 18:16,1,1.6,-73.95967865,40.77386093,1,N,-73.97801208,40.77367401,2,8.5,1,0.5,0,0,0.3,10.3
2,1/4/2016 18:07,1/4/2016 18:11,1,1.1,-73.98082733,40.77967834,1,N,-73.97301483,40.79252625,1,5.5,1,0.5,1.46,0,0.3,8.76
2,1/4/2016 18:13,1/4/2016 18:22,1,1.84,-74.00271606,40.74983978,1,N,-73.98284912,40.76415634,1,8.5,1,0.5,2,0,0.3,12.3
1,1/4/2016 18:15,1/4/2016 18:19,1,0.5,-73.95548248,40.77941132,1,N,-73.94750214,40.77561569,2,4.5,1,0.5,0,0,0.3,6.3
2,1/4/2016 18:18,1/4/2016 18:31,1,2.72,-73.97318268,40.75474167,1,N,-73.947052,40.78059006,1,11,1,0.5,1.2,0,0.3,14
1,1/4/2016 18:19,1/4/2016 18:24,1,1.1,-73.99295044,40.75633621,1,N,-73.99436951,40.74508286,1,6.5,1,0.5,1.65,0,0.3,9.95
2,1/4/2016 18:25,1/4/2016 18:35,1,3.19,-73.96388245,40.76132965,1,N,-73.94704437,40.76493454,1,11.5,1,0.5,2.66,0,0.3,15.96
1,1/4/2016 18:26,1/4/2016 18:29,1,0.7,-73.97701263,40.76418686,1,N,-73.97109985,40.75762558,1,4.5,1,0.5,1.25,0,0.3,7.55
1,1/4/2016 18:28,1/4/2016 18:46,1,3,-73.97865295,40.75045776,1,N,-73.9563446,40.78694534,1,14.5,1,0.5,3.25,0,0.3,19.55
2,1/4/2016 18:33,1/4/2016 18:45,1,1.9,-73.98336029,40.76211166,1,N,-73.97798157,40.78625107,1,10,1,0.5,1.5,0,0.3,13.3
1,1/4/2016 18:35,1/4/2016 18:57,2,2.6,-73.97747803,40.74658966,1,N,-73.98158264,40.77376556,2,15.5,1,0.5,0,0,0.3,17.3
2,1/4/2016 18:38,1/4/2016 18:46,1,0.97,-74.00254059,40.73955154,1,N,-73.98745728,40.73572922,1,7,1,0.5,0,0,0.3,8.8
2,1/4/2016 18:49,1/4/2016 19:00,1,1.56,-73.97127533,40.79542542,1,N,-73.98235321,40.7760582,1,9.5,1,0.5,2.82,0,0.3,14.12
1,1/4/2016 18:49,1/4/2016 18:53,3,0.8,-73.97936249,40.77786255,1,N,-73.9755249,40.78688049,1,5,1,0.5,1.35,0,0.3,8.15
2,1/4/2016 18:50,1/4/2016 18:53,1,0.96,-74.00571442,40.72585678,1,N,-74.01014709,40.71351624,2,4.5,1,0.5,0,0,0.3,6.3
2,1/4/2016 18:51,1/4/2016 19:03,6,1.44,-73.98180389,40.77854156,1,N,-73.96725464,40.76625061,2,9.5,1,0.5,0,0,0.3,11.3
2,1/4/2016 18:53,1/4/2016 19:06,1,2.2,-73.98262024,40.75498581,1,N,-73.95671082,40.76683044,1,10.5,1,0.5,2.46,0,0.3,14.76
2,1/4/2016 18:54,1/4/2016 19:01,4,1.65,-73.98908997,40.76314163,1,N,-73.99265289,40.74536896,1,7.5,1,0.5,1.86,0,0.3,11.16
2,1/4/2016 19:00,1/4/2016 19:15,1,4.11,-74.0117569,40.70783997,1,N,-73.98278809,40.72739029,1,15.5,1,0.5,2,0,0.3,19.3
2,1/4/2016 19:03,1/4/2016 19:11,1,1.22,-73.98052216,40.75889969,1,N,-73.98747253,40.77038956,2,7.5,1,0.5,0,0,0.3,9.3
1,1/4/2016 19:04,1/4/2016 19:19,1,6,-73.95029449,40.7753334,1,N,-73.93753815,40.84608841,1,19.5,1,0.5,4,0,0.3,25.3
1,1/4/2016 19:04,1/4/2016 19:08,1,0.4,-73.98258972,40.75071335,1,N,-73.98739624,40.7505455,2,4,1,0.5,0,0,0.3,5.8
2,1/4/2016 19:09,1/4/2016 19:26,1,7.51,-74.00751495,40.74309158,1,N,-73.94540405,40.83006668,1,22,1,0.5,3.2,0,0.3,27
1,1/4/2016 19:09,1/4/2016 19:22,1,2.5,-73.98575592,40.75687408,1,N,-73.98446655,40.73051453,1,11,1,0.5,1,0,0.3,13.8
1,1/4/2016 19:18,1/4/2016 19:26,1,1.5,-73.98422241,40.75771332,1,N,-74.00257111,40.7607193,1,8,1,0.5,2.45,0,0.3,12.25
1,1/4/2016 19:19,1/4/2016 19:37,1,3.9,-73.97261047,40.75642776,1,N,-73.97268677,40.79635239,3,16,1,0.5,0,0,0.3,17.8
2,1/4/2016 19:21,1/4/2016 19:26,1,0.96,-73.97660065,40.75562668,1,N,-73.99110413,40.75878525,1,5.5,1,0.5,1,0,0.3,8.3
2,1/4/2016 19:22,1/4/2016 19:28,1,1.25,-73.96763611,40.79271317,1,N,-73.97542572,40.77705765,2,6,1,0.5,0,0,0.3,7.8
1,1/4/2016 19:24,1/4/2016 19:28,1,0.7,-73.97796631,40.75485992,1,N,-73.96943665,40.76120758,1,5,1,0.5,1.35,0,0.3,8.15
1,1/4/2016 19:26,1/4/2016 19:29,1,0.7,-74.00759125,40.72447968,1,N,-74.00527954,40.71845245,1,4.5,1,0.5,1.25,0,0.3,7.55
1,1/4/2016 19:30,1/4/2016 19:36,1,0.8,-73.98051453,40.7425766,1,N,-73.99004364,40.74695969,1,6,1,0.5,1.56,0,0.3,9.36
2,1/4/2016 19:34,1/4/2016 19:39,1,0.71,-73.98488617,40.74830246,1,N,-73.9770813,40.75213623,2,5,1,0.5,0,0,0.3,6.8
1,1/4/2016 19:37,1/4/2016 19:42,1,0.6,-73.95352173,40.77963638,1,N,-73.96035004,40.78167343,1,5,1,0.5,1.7,0,0.3,8.5
2,1/4/2016 19:41,1/4/2016 19:44,1,0.67,-73.99407196,40.74112701,1,N,-73.98854828,40.74811554,2,4.5,1,0.5,0,0,0.3,6.3
2,1/4/2016 19:43,1/4/2016 20:11,5,13.64,-73.99504852,40.72488022,1,N,-73.85449982,40.83766937,2,38.5,1,0.5,0,0,0.3,40.3
1,1/4/2016 19:45,1/4/2016 19:50,1,0.7,-73.97156525,40.7554512,1,N,-73.96838379,40.76310349,1,5,1,0.5,1.35,0,0.3,8.15
1,1/4/2016 19:50,1/4/2016 20:19,3,6.5,-73.99964905,40.72665024,1,N,-73.95976257,40.77519989,2,24,0.5,0.5,0,0,0.3,25.3
1,1/4/2016 19:51,1/4/2016 20:05,1,2.7,-73.9611969,40.77177048,1,N,-73.93889618,40.80466843,1,12.5,1,0.5,2.85,0,0.3,17.15
2,1/4/2016 19:52,1/4/2016 20:00,1,1.68,-73.98930359,40.72037888,1,N,-73.99204254,40.73801041,1,8.5,1,0.5,2.06,0,0.3,12.36
1,1/4/2016 19:52,1/4/2016 20:22,1,7.5,-73.96683502,40.7938118,1,N,-73.89224243,40.75101852,1,26.5,1,0.5,5.65,0,0.3,33.95
2,1/4/2016 19:59,1/4/2016 20:12,5,3.93,-73.95415497,40.77063751,1,N,-73.97740173,40.72278214,1,14,1,0.5,3.16,0,0.3,18.96
1,1/4/2016 20:04,1/4/2016 20:24,2,8.6,-73.97467804,40.7420311,1,N,-73.87332153,40.70938873,2,25.5,1,0.5,0,5.54,0.3,32.84
2,1/4/2016 20:04,1/4/2016 20:30,1,7.57,-73.97974396,40.76557541,1,N,-73.93948364,40.85121536,1,26,0.5,0.5,6.82,0,0.3,34.12
2,1/4/2016 20:04,1/4/2016 20:18,3,1.92,-73.9778595,40.72971725,1,N,-73.98390198,40.74808121,2,11,0.5,0.5,0,0,0.3,12.3
1,1/4/2016 20:06,1/4/2016 20:10,1,0.9,-73.96831512,40.75865936,1,N,-73.95982361,40.76794815,1,5,0.5,0.5,1,0,0.3,7.3
1,1/4/2016 20:07,1/4/2016 20:13,1,2,-73.96718597,40.76074219,1,N,-73.94035339,40.75290298,1,8,0.5,0.5,1.7,0,0.3,11
1,1/4/2016 20:15,1/4/2016 20:18,1,0.3,-73.98231506,40.7662735,1,N,-73.97968292,40.77124023,2,4,0.5,0.5,0,0,0.3,5.3
1,1/4/2016 20:18,1/4/2016 20:30,1,1.7,-73.95293427,40.7760582,1,N,-73.96775818,40.79209518,1,10,0.5,0.5,2.25,0,0.3,13.55
1,1/4/2016 20:18,1/4/2016 20:30,1,2.4,-73.98561096,40.76045609,1,N,-73.99372101,40.73282242,1,10,0.5,0.5,2.25,0,0.3,13.55
2,1/4/2016 20:21,1/4/2016 20:26,1,1.02,-73.9895401,40.75777817,1,N,-73.97834015,40.76489639,2,5.5,0.5,0.5,0,0,0.3,6.8
2,1/4/2016 20:21,1/4/2016 20:29,1,0.99,-73.97498322,40.75550079,1,N,-73.97702789,40.74531174,1,6.5,0.5,0.5,1.56,0,0.3,9.36
1,1/4/2016 20:25,1/4/2016 20:29,1,0.5,-73.9549942,40.76512527,1,N,-73.96239471,40.76321793,1,4.5,0.5,0.5,1.15,0,0.3,6.95
1,1/4/2016 20:28,1/4/2016 20:34,1,1.3,-73.9718399,40.75738907,1,N,-73.98400116,40.74054337,1,6.5,0.5,0.5,1.55,0,0.3,9.35
1,1/4/2016 20:40,1/4/2016 20:53,1,3.1,-73.99165344,40.73203278,1,N,-73.9601593,40.76194,1,12.5,0.5,0.5,4.1,0,0.3,17.9
2,1/4/2016 20:40,1/4/2016 20:51,1,1.33,-73.97279358,40.75532913,1,N,-73.97886658,40.76781082,2,8.5,0.5,0.5,0,0,0.3,9.8
2,1/4/2016 20:44,1/4/2016 21:03,2,4.98,-73.96121216,40.76065063,1,N,-73.90815735,40.77428055,1,18,0.5,0.5,3.86,0,0.3,23.16
1,1/4/2016 20:49,1/4/2016 21:03,3,3.2,-73.99733734,40.71920395,1,N,-73.99041748,40.75637054,2,12.5,0.5,0.5,0,0,0.3,13.8
1,1/4/2016 20:56,1/4/2016 21:03,1,1.2,-73.98085785,40.76330948,1,N,-73.98825073,40.75706482,2,6.5,0.5,0.5,0,0,0.3,7.8
1,1/4/2016 20:59,1/4/2016 21:07,1,1,-73.97473145,40.75685883,1,N,-73.97972107,40.74468613,1,7,0.5,0.5,1.65,0,0.3,9.95
1,1/4/2016 21:00,1/4/2016 21:10,1,2.1,-73.97830963,40.75229645,1,N,-73.95474243,40.76586914,2,9,0.5,0.5,0,0,0.3,10.3
2,1/4/2016 21:16,1/4/2016 21:20,5,0.53,-74.00297546,40.73347473,1,N,-74.00566101,40.72625351,2,5,0.5,0.5,0,0,0.3,6.3
1,1/4/2016 21:26,1/4/2016 21:41,2,3.9,-73.96222687,40.76772308,1,N,-74.00237274,40.73344421,1,14.5,0.5,0.5,3.16,0,0.3,18.96
2,1/4/2016 21:29,1/4/2016 21:41,1,3.92,-73.97554016,40.75875854,1,N,-73.97934723,40.72342682,1,13,0.5,0.5,1.7,0,0.3,16
2,1/4/2016 21:30,1/4/2016 21:33,1,0.61,-73.95581055,40.77967834,1,N,-73.94700623,40.77928162,1,4.5,0.5,0.5,2,0,0.3,7.8
1,1/4/2016 21:39,1/4/2016 21:46,2,1.4,-73.989151,40.76032257,1,N,-73.98202515,40.77743912,2,7.5,0.5,0.5,0,0,0.3,8.8
2,1/4/2016 21:41,1/4/2016 21:48,1,1.28,-73.9947052,40.75049591,1,N,-73.98323059,40.76347351,1,7.5,0.5,0.5,2.64,0,0.3,11.44
2,1/4/2016 21:46,1/4/2016 22:07,1,10.78,-74.00958252,40.72034836,1,N,-73.8611908,40.7300148,2,31,0.5,0.5,0,0,0.3,32.3
1,1/4/2016 21:50,1/4/2016 22:04,1,4.2,-73.98292542,40.78195572,1,N,-74.00494385,40.73662949,1,15.5,0.5,0.5,3.36,0,0.3,20.16
1,1/4/2016 21:50,1/4/2016 22:06,1,7.5,-73.87453461,40.77403641,1,N,-73.80342865,40.70489883,2,23,0.5,0.5,0,0,0.3,24.3
1,1/4/2016 21:52,1/4/2016 22:02,1,2.9,-73.98025513,40.75508499,1,N,-73.94884491,40.77843857,1,10.5,0.5,0.5,1,0,0.3,12.8
1,1/4/2016 21:52,1/4/2016 22:05,1,3.4,-73.99530792,40.74953842,1,N,-74.01239014,40.716259,1,13.5,0.5,0.5,2,0,0.3,16.8
2,1/4/2016 21:56,1/4/2016 21:58,2,0.59,-73.97605896,40.78113937,1,N,-73.97979736,40.77627945,2,4,0.5,0.5,0,0,0.3,5.3
1,1/4/2016 21:56,1/4/2016 22:21,1,10.3,-73.87081909,40.77378082,1,N,-73.93504333,40.68504715,1,31,0.5,0.5,0,0,0.3,32.3
1,1/4/2016 21:57,1/4/2016 22:09,3,2.4,-73.97899628,40.75323868,1,N,-74.00434875,40.74239349,1,10.5,0.5,0.5,2.35,0,0.3,14.15
2,1/4/2016 22:01,1/4/2016 22:17,1,4.67,-73.98958588,40.74141312,1,N,-73.97593689,40.79127121,1,16.5,0.5,0.5,3.56,0,0.3,21.36
2,1/4/2016 22:05,1/4/2016 22:12,1,1.86,-73.98093414,40.76771164,1,N,-73.97172546,40.79216385,2,8,0.5,0.5,0,0,0.3,9.3
2,1/4/2016 22:06,1/4/2016 22:12,1,1.57,-73.96226501,40.76351166,1,N,-73.97446442,40.74419022,1,7,0.5,0.5,1,0,0.3,9.3
1,1/4/2016 22:08,1/4/2016 22:16,1,2,-74.00981903,40.72044373,1,N,-74.00873566,40.70414734,1,9,0.5,0.5,2.05,0,0.3,12.35
1,1/4/2016 22:19,1/4/2016 22:24,1,1.1,-73.98899078,40.76329422,1,N,-73.99563599,40.74989319,1,5.5,0.5,0.5,2,0,0.3,8.8
2,1/4/2016 22:19,1/4/2016 22:35,1,2.42,-73.98745728,40.73282623,1,N,-73.96398926,40.75991821,1,13,0.5,0.5,2.86,0,0.3,17.16
2,1/4/2016 22:29,1/4/2016 22:52,1,7.05,-73.98844147,40.72014999,1,N,-73.96537018,40.80097961,1,23,0.5,0.5,6.08,0,0.3,30.38
2,1/4/2016 22:30,1/4/2016 22:35,1,0.93,-73.98143768,40.77365112,1,N,-73.9748764,40.76411819,2,5,0.5,0.5,0,0,0.3,6.3
1,1/4/2016 22:35,1/4/2016 22:47,1,2.6,-73.9857254,40.75976181,1,N,-73.9826889,40.73560333,1,11,0.5,0.5,2,0,0.3,14.3
1,1/4/2016 22:36,1/4/2016 22:41,1,1.5,-73.98881531,40.75863266,1,N,-73.99041748,40.77535248,2,7,0.5,0.5,0,0,0.3,8.3
1,1/4/2016 22:36,1/4/2016 22:52,1,5.8,-73.97669983,40.78010559,1,N,-74.01525116,40.70985031,1,20,0.5,0.5,4,0,0.3,25.3
2,1/4/2016 22:41,1/4/2016 22:54,1,2.65,-73.97242737,40.79330826,1,N,-73.94586945,40.77299881,1,12,0.5,0.5,2,0,0.3,15.3
2,1/4/2016 22:54,1/4/2016 23:01,3,2.84,-73.97349548,40.74373627,1,N,-73.95354462,40.77776337,1,9.5,0.5,0.5,1,0,0.3,11.8
2,1/4/2016 22:57,1/4/2016 23:02,1,1.05,-73.97907257,40.7533493,1,N,-73.98436737,40.74335861,1,5.5,0.5,0.5,1.7,0,0.3,8.5
2,1/4/2016 23:03,1/4/2016 23:12,3,2.04,-73.97285461,40.75717545,1,N,-73.9521637,40.77320099,1,9,0.5,0.5,2.58,0,0.3,12.88
1,1/4/2016 23:07,1/4/2016 23:36,1,16.8,-73.78216553,40.64483643,1,N,-73.95952606,40.73182678,1,46.5,0.5,0.5,11.95,0,0.3,59.75
1,1/4/2016 23:12,1/4/2016 23:26,1,4.2,-73.9855957,40.76299667,1,N,-73.93955994,40.79854584,2,15,0.5,0.5,0,0,0.3,16.3
2,1/4/2016 23:16,1/4/2016 23:26,1,2.17,-73.95591736,40.77640152,1,N,-73.98316956,40.7820816,1,10,0.5,0.5,1.5,0,0.3,12.8
2,1/4/2016 23:17,1/4/2016 23:25,1,1.75,-74.00559998,40.74069977,1,N,-73.99967957,40.72457504,1,8,0.5,0.5,1.86,0,0.3,11.16
1,1/4/2016 23:20,1/4/2016 23:44,1,9.8,-73.98679352,40.74500656,1,N,-73.86368561,40.74676132,1,30,0.5,0.5,11.05,5.54,0.3,47.89
1,1/4/2016 23:25,1/4/2016 23:28,1,0.7,-73.9679184,40.76866913,1,N,-73.97523499,40.76131058,1,4.5,0.5,0.5,1,0,0.3,6.8
1,1/4/2016 23:27,1/4/2016 23:30,1,1.4,-73.97840881,40.73695374,1,N,-73.96833801,40.75386429,1,6,0.5,0.5,2.15,0,0.3,9.45
2,1/4/2016 23:33,1/4/2016 23:39,1,1.25,-73.98381042,40.75479126,1,N,-73.96807098,40.76073837,2,6,0.5,0.5,0,0,0.3,7.3
2,1/4/2016 23:53,1/4/2016 23:57,1,1.03,-73.9829483,40.74465179,1,N,-73.98851776,40.75426865,2,5.5,0.5,0.5,0,0,0.3,6.8
1,1/4/2016 23:57,1/5/2016 0:28,2,18.7,-73.79010773,40.64343262,2,N,-73.98226929,40.76255417,2,52,0,0.5,0,5.54,0.3,58.34
1,1/5/2016 0:11,1/5/2016 0:11,1,0.1,-74.00354004,40.73194122,1,N,-74.00154114,40.73075867,1,3,0.5,0.5,0.85,0,0.3,5.15
1,1/5/2016 0:21,1/5/2016 0:23,1,0.4,-73.98487854,40.75875473,1,N,-73.99067688,40.75731659,2,4,0.5,0.5,0,0,0.3,5.3
1,1/5/2016 0:24,1/5/2016 0:41,1,9.1,-73.87075043,40.7738266,1,N,-73.95605469,40.7661438,1,26.5,0.5,0.5,6.65,5.54,0.3,39.99
1,1/5/2016 1:01,1/5/2016 1:18,1,4.3,-73.98970795,40.73443985,1,N,-73.94328308,40.70774078,2,16.5,0.5,0.5,0,0,0.3,17.8
1,1/5/2016 1:18,1/5/2016 1:39,1,5.5,-74.00807953,40.74040604,1,N,-73.95615387,40.78559494,2,19.5,0.5,0.5,0,0,0.3,20.8
2,1/5/2016 1:22,1/5/2016 1:42,1,3.62,-73.98487091,40.7484169,1,N,-73.97358704,40.76469803,2,16,0.5,0.5,0,0,0.3,17.3
2,1/5/2016 1:27,1/5/2016 1:39,3,3.63,-73.98139954,40.77675247,1,N,-73.97472382,40.74216843,2,13,0.5,0.5,0,0,0.3,14.3
2,1/5/2016 1:29,1/5/2016 1:49,1,2.21,-73.99931335,40.72834015,1,N,-73.97418976,40.7369957,1,10,0.5,0.5,1,0,0.3,12.3
1,1/5/2016 1:39,1/5/2016 1:43,1,0.7,-73.99777985,40.76066589,1,N,-73.98495483,40.75522614,1,5,0.5,0.5,1.25,0,0.3,7.55
2,1/5/2016 1:45,1/5/2016 1:45,1,0.01,-73.98445129,40.75513077,1,N,-73.98532104,40.75508118,2,2.5,0.5,0.5,0,0,0.3,3.8
1,1/5/2016 1:49,1/5/2016 2:16,1,18.7,-73.78188324,40.64483643,2,N,-73.99211121,40.76560211,1,52,0,0.5,0,5.54,0.3,58.34
1,1/5/2016 1:57,1/5/2016 2:01,1,0.6,-73.97998047,40.76280975,1,N,-73.98620605,40.75630188,1,4.5,0.5,0.5,1.45,0,0.3,7.25
1,1/5/2016 2:11,1/5/2016 2:22,1,3.9,-73.95719147,40.77745438,1,N,-73.9985733,40.73685837,1,13,0.5,0.5,2.85,0,0.3,17.15
1,1/5/2016 2:26,1/5/2016 2:29,2,0.8,-73.98902893,40.75616074,1,N,-73.97886658,40.76127243,2,5,0.5,0.5,0,0,0.3,6.3
1,1/5/2016 2:31,1/5/2016 2:35,1,0.6,-73.9669342,40.7528801,1,N,-73.95999908,40.7583847,1,5,0.5,0.5,1.25,0,0.3,7.55
1,1/5/2016 3:06,1/5/2016 3:18,1,4.9,-73.99141693,40.73525238,1,N,-73.94582367,40.79230118,2,15,0.5,0.5,0,0,0.3,16.3
1,1/5/2016 4:24,1/5/2016 4:38,1,8.5,-73.95450592,40.76583099,1,N,-73.87221527,40.7742691,1,25,0.5,0.5,5,5.54,0.3,36.84
1,1/5/2016 4:41,1/5/2016 4:43,1,0.6,-73.95877838,40.81611633,1,N,-73.96429443,40.80776978,1,4,0.5,0.5,1.3,0,0.3,6.6
1,1/5/2016 5:23,1/5/2016 5:47,1,11,-73.98761749,40.7792244,1,N,-73.86217499,40.76724625,1,31.5,0.5,0.5,8.2,0,0.3,41
1,1/5/2016 5:47,1/5/2016 5:53,1,1.8,-73.97633362,40.75249863,1,N,-73.95755005,40.7665863,2,8,0.5,0.5,0,0,0.3,9.3
1,1/5/2016 5:53,1/5/2016 6:03,1,2,-73.99087524,40.7502327,1,N,-73.96885681,40.75771713,2,10,0.5,0.5,0,0,0.3,11.3
2,1/5/2016 5:55,1/5/2016 6:01,5,1.63,-73.993927,40.75151062,1,N,-73.98742676,40.7700882,1,7,0.5,0.5,1.7,0,0.3,10
